order_item_id,order_id,product_id,quantity,price,revenue
458,154,39,2,10,20
459,390,42,1,46,46
460,260,16,3,112,336
461,620,35,3,92,276
462,883,30,2,46,92
463,797,10,1,90,90
464,571,38,4,73,292
465,125,18,2,99,198
466,354,50,1,95,95
467,273,5,5,71,355
468,619,29,3,81,243
469,811,39,4,70,280
470,245,34,4,42,168
471,848,43,4,75,300
472,450,45,3,39,117
473,930,23,1,29,29
474,247,5,2,69,138
475,520,30,1,91,91
476,141,6,2,116,232
477,362,46,4,83,332
478,8,44,1,33,33
479,478,4,4,13,52
480,352,29,5,46,230
481,996,23,4,13,52
482,495,6,4,86,344
483,606,32,2,98,196
484,833,42,5,86,430
485,427,18,4,27,108
486,39,15,4,97,388
487,593,40,5,75,375
488,187,32,5,57,285
489,596,9,1,42,42
490,600,37,2,67,134
491,754,10,5,92,460
492,854,20,5,82,410
493,93,6,3,37,111
494,86,48,5,44,220
495,44,3,2,112,224
496,137,42,4,19,76
497,421,11,4,74,296
498,74,43,4,51,204
499,548,17,4,94,376
500,613,32,3,18,54
501,988,4,5,69,345
502,512,4,4,24,96
503,156,17,1,108,108
504,938,41,4,66,264
505,255,19,5,78,390
506,171,5,4,114,456
507,981,32,3,31,93
508,728,22,2,73,146
509,170,6,2,50,100
510,764,35,5,96,480
511,872,22,2,80,160
512,322,1,2,65,130
513,567,20,1,32,32
514,456,22,5,117,585
515,944,48,5,34,170
516,603,11,2,100,200
517,790,13,2,114,228
518,613,42,2,15,30
519,155,3,3,43,129
520,889,9,4,72,288
521,349,12,3,18,54
522,451,23,5,69,345
523,876,14,1,58,58
524,653,33,4,106,424
525,173,18,1,60,60
526,10,49,5,69,345
527,740,41,5,79,395
528,265,9,1,46,46
529,438,23,1,40,40
530,760,10,1,107,107
531,247,19,5,50,250
532,667,47,2,71,142
533,546,5,1,102,102
534,499,47,4,67,268
535,129,23,5,23,115
536,672,30,3,45,135
537,601,25,3,45,135
538,605,28,4,88,352
539,327,34,2,17,34
540,753,45,1,35,35
541,835,48,5,45,225
542,980,47,1,57,57
543,404,25,5,94,470
544,629,10,3,37,111
545,606,14,1,77,77
546,675,42,4,71,284
547,611,46,2,89,178
548,625,30,4,95,380
549,359,41,2,85,170
550,603,25,1,89,89
551,858,14,1,60,60
552,718,35,2,113,226
553,17,48,3,111,333
554,274,34,5,51,255
555,685,10,4,110,440
556,116,35,4,38,152
557,861,11,4,91,364
558,980,11,1,19,19
559,693,21,4,115,460
560,91,21,5,48,240
561,82,22,5,91,455
562,324,45,2,10,20
563,961,7,1,48,48
564,114,17,5,30,150
565,769,2,3,74,222
566,58,12,1,24,24
567,154,42,1,13,13
568,877,18,5,69,345
569,404,11,3,70,210
570,628,16,2,29,58
571,855,49,5,19,95
572,266,18,3,96,288
573,315,35,1,114,114
574,715,26,3,43,129
575,41,16,1,119,119
576,105,6,5,57,285
577,901,44,5,42,210
578,890,43,4,107,428
579,193,47,4,112,448
580,401,47,4,70,280
581,278,48,5,19,95
582,354,42,2,63,126
583,749,12,5,93,465
584,937,13,3,74,222
585,733,4,5,86,430
586,580,39,5,10,50
587,709,2,1,14,14
588,256,26,1,89,89
589,651,27,1,24,24
590,824,27,5,37,185
591,947,15,2,104,208
592,661,8,3,32,96
593,99,7,3,118,354
594,588,47,2,116,232
595,282,46,2,26,52
596,883,40,3,107,321
597,403,12,4,22,88
598,109,13,1,23,23
599,700,43,1,20,20
600,199,17,3,37,111
601,303,17,2,51,102
602,327,36,4,105,420
603,154,21,3,108,324
604,552,8,1,70,70
605,645,5,5,73,365
606,405,26,2,40,80
607,462,16,5,90,450
608,132,36,3,82,246
609,791,28,1,19,19
610,874,29,4,17,68
611,84,47,5,30,150
612,399,12,4,86,344
613,754,37,1,68,68
614,628,30,5,59,295
615,109,23,4,78,312
616,221,16,4,79,316
617,904,14,5,39,195
618,553,10,1,104,104
619,368,7,4,26,104
620,147,45,3,84,252
621,112,37,5,29,145
622,615,29,2,57,114
623,558,3,2,82,164
624,924,15,1,11,11
625,494,36,3,46,138
626,505,47,4,10,40
627,475,46,2,13,26
628,836,19,1,109,109
629,890,13,3,63,189
630,271,42,3,34,102
631,995,21,1,12,12
632,421,37,1,18,18
633,897,27,4,95,380
634,707,29,1,96,96
635,367,20,4,85,340
636,280,25,4,83,332
637,283,6,5,43,215
638,40,36,3,52,156
639,959,2,3,83,249
640,189,22,3,103,309
641,164,32,5,31,155
642,994,16,4,79,316
643,989,18,4,11,44
644,536,5,1,103,103
645,536,36,5,75,375
646,4,30,1,41,41
647,835,45,5,115,575
648,290,19,1,25,25
649,953,23,2,85,170
650,433,34,3,10,30
651,471,13,3,81,243
652,181,43,4,57,228
653,248,29,2,59,118
654,628,36,3,22,66
655,279,22,4,24,96
656,877,47,2,62,124
657,581,36,3,53,159
658,863,9,1,17,17
659,254,39,5,83,415
660,181,19,2,55,110
661,830,38,4,78,312
662,681,6,2,28,56
663,825,47,4,47,188
664,509,15,2,20,40
665,761,20,4,52,208
666,700,9,3,29,87
667,566,32,1,29,29
668,326,4,3,30,90
669,357,50,1,91,91
670,825,18,3,66,198
671,650,5,3,59,177
672,680,20,2,83,166
673,391,23,5,107,535
674,615,11,4,35,140
675,934,37,4,39,156
676,85,22,4,82,328
677,317,4,1,119,119
678,212,29,4,40,160
679,515,44,4,51,204
680,384,34,2,77,154
681,691,13,3,70,210
682,342,42,4,70,280
683,815,9,5,79,395
684,964,42,4,87,348
685,988,31,1,77,77
686,844,7,1,99,99
687,38,4,1,112,112
688,511,19,4,26,104
689,420,42,2,28,56
690,751,30,5,60,300
691,169,31,4,79,316
692,965,35,2,72,144
693,909,21,2,102,204
694,343,31,4,84,336
695,826,19,4,89,356
696,306,31,2,39,78
697,542,32,2,34,68
698,702,2,2,113,226
699,869,10,4,84,336
700,537,2,2,80,160
701,112,2,1,35,35
702,411,24,4,65,260
703,947,17,1,31,31
704,206,32,3,98,294
705,185,16,4,28,112
706,382,16,3,40,120
707,496,46,2,35,70
708,379,39,2,51,102
709,47,31,5,50,250
710,886,43,2,109,218
711,740,24,3,32,96
712,551,1,2,56,112
713,528,11,4,22,88
714,504,21,2,98,196
715,22,4,5,75,375
716,213,7,2,75,150
717,310,26,3,25,75
718,661,47,3,82,246
719,968,50,2,37,74
720,753,12,3,86,258
721,272,31,3,44,132
722,571,17,5,50,250
723,799,33,4,86,344
724,938,11,5,40,200
725,202,28,1,94,94
726,32,32,5,41,205
727,443,1,2,63,126
728,162,47,4,107,428
729,767,28,2,81,162
730,254,42,1,68,68
731,521,7,4,50,200
732,977,2,3,75,225
733,651,42,5,111,555
734,480,24,2,105,210
735,10,4,1,63,63
736,726,44,3,49,147
737,505,19,5,37,185
738,785,26,3,46,138
739,836,11,5,114,570
740,560,40,4,74,296
741,436,50,3,114,342
742,111,43,3,83,249
743,153,11,3,64,192
744,635,45,4,13,52
745,917,3,1,108,108
746,869,12,5,19,95
747,102,3,3,56,168
748,753,42,4,84,336
749,833,27,1,23,23
750,191,49,5,47,235
751,729,2,4,21,84
752,563,49,5,54,270
753,804,16,3,26,78
754,81,2,1,89,89
755,489,30,4,44,176
756,895,20,1,75,75
757,88,38,3,84,252
758,194,28,1,50,50
759,104,25,1,76,76
760,783,32,2,38,76
761,96,10,1,27,27
762,423,42,5,29,145
763,891,40,4,23,92
764,198,33,2,43,86
765,1,13,4,58,232
766,407,41,4,63,252
767,378,42,3,40,120
768,167,47,3,67,201
769,509,37,2,113,226
770,638,16,3,51,153
771,313,45,3,67,201
772,593,22,3,91,273
773,418,20,4,39,156
774,763,50,2,34,68
775,681,43,4,72,288
776,477,27,5,28,140
777,73,41,4,81,324
778,141,16,5,101,505
779,582,34,1,17,17
780,262,32,1,104,104
781,340,26,5,12,60
782,308,25,5,76,380
783,245,2,4,117,468
784,515,12,5,95,475
785,337,40,2,90,180
786,575,9,1,109,109
787,561,12,1,26,26
788,76,26,5,23,115
789,880,9,3,18,54
790,175,10,3,71,213
791,109,32,5,103,515
792,183,34,2,30,60
793,192,48,3,85,255
794,65,20,5,46,230
795,849,39,2,105,210
796,963,2,2,20,40
797,474,1,4,29,116
798,783,36,2,44,88
799,100,24,3,62,186
800,544,27,3,56,168
801,864,2,5,119,595
802,128,31,5,84,420
803,452,14,2,61,122
804,914,2,1,17,17
805,369,29,4,13,52
806,851,15,1,36,36
807,43,12,2,53,106
808,884,37,2,49,98
809,419,28,1,111,111
810,488,20,4,56,224
811,78,39,1,103,103
812,826,24,5,53,265
813,801,21,3,57,171
814,270,10,5,100,500
815,674,46,3,94,282
816,701,14,2,61,122
817,759,37,4,93,372
818,900,18,1,77,77
819,728,24,4,20,80
820,315,14,1,86,86
821,925,34,5,82,410
822,851,12,5,13,65
823,902,22,1,85,85
824,889,6,4,82,328
825,993,36,1,86,86
826,945,45,2,57,114
827,168,36,5,35,175
828,339,22,2,111,222
829,193,14,5,115,575
830,453,16,5,86,430
831,283,36,3,48,144
832,336,25,2,101,202
833,390,32,2,67,134
834,1000,33,3,28,84
835,525,45,4,97,388
836,240,36,2,92,184
837,832,20,1,86,86
838,958,18,3,86,258
839,483,38,2,67,134
840,659,3,4,37,148
841,716,23,2,75,150
842,592,32,5,19,95
843,891,45,1,95,95
844,555,16,3,86,258
845,458,5,5,67,335
846,89,4,4,82,328
847,660,21,5,106,530
848,95,40,5,23,115
849,452,14,4,93,372
850,428,39,5,24,120
851,151,31,3,105,315
852,514,14,2,42,84
853,376,6,5,26,130
854,22,12,3,33,99
855,883,16,2,39,78
856,313,17,2,71,142
857,997,45,5,22,110
858,840,23,3,71,213
859,519,14,5,56,280
860,206,7,4,25,100
861,952,46,2,75,150
862,375,32,5,90,450
863,451,15,2,105,210
864,626,44,3,52,156
865,784,17,1,17,17
866,595,41,5,12,60
867,179,47,5,21,105
868,210,44,2,93,186
869,500,34,3,25,75
870,464,5,4,87,348
871,840,45,3,89,267
872,124,27,5,68,340
873,993,23,4,58,232
874,113,40,3,72,216
875,12,14,1,71,71
876,126,15,2,116,232
877,565,43,3,58,174
878,331,33,3,60,180
879,901,31,1,42,42
880,283,35,5,39,195
881,140,17,2,68,136
882,401,28,3,85,255
883,902,19,4,24,96
884,97,46,3,91,273
885,517,23,2,101,202
886,569,32,3,32,96
887,924,40,1,87,87
888,846,13,3,103,309
889,69,20,3,106,318
890,118,35,4,54,216
891,888,5,1,71,71
892,59,9,1,88,88
893,33,29,3,80,240
894,318,6,4,24,96
895,50,25,3,115,345
896,880,31,3,55,165
897,489,22,2,73,146
898,19,2,2,111,222
899,726,45,4,55,220
900,197,5,5,65,325
901,891,27,2,53,106
902,450,25,5,84,420
903,990,8,1,38,38
904,559,1,2,104,208
905,679,20,2,71,142
906,452,44,4,98,392
907,289,23,5,61,305
908,141,32,2,63,126
909,84,11,2,97,194
910,694,39,4,66,264
911,391,47,4,92,368
912,591,24,5,75,375
913,215,11,1,31,31
914,526,29,1,29,29
915,215,26,3,42,126
916,403,16,2,81,162
917,128,35,5,34,170
918,822,20,2,55,110
919,477,46,5,82,410
920,760,3,5,107,535
921,404,1,5,66,330
922,29,47,2,96,192
923,792,1,4,14,56
924,338,17,2,64,128
925,831,2,5,70,350
926,714,29,3,98,294
927,361,20,1,17,17
928,569,6,5,25,125
929,392,8,3,57,171
930,218,29,4,118,472
931,574,48,5,70,350
932,669,33,3,24,72
933,202,3,5,74,370
934,17,35,2,31,62
935,322,5,3,12,36
936,518,27,2,111,222
937,570,44,2,63,126
938,325,12,3,23,69
939,412,20,1,45,45
940,318,45,3,91,273
941,681,20,1,114,114
942,965,9,5,91,455
943,82,39,5,76,380
944,474,4,3,19,57
945,468,19,5,58,290
946,425,38,4,112,448
947,945,27,2,74,148
948,731,45,2,100,200
949,689,43,1,66,66
950,204,13,5,36,180
951,583,13,1,84,84
952,387,22,2,14,28
953,778,28,2,80,160
954,98,47,5,92,460
955,345,45,4,66,264
956,803,22,4,102,408
957,208,43,5,24,120
958,514,19,5,108,540
959,636,8,1,110,110
960,792,8,5,85,425
961,586,42,4,39,156
962,166,26,5,29,145
963,22,48,1,46,46
964,154,26,1,12,12
965,939,23,1,82,82
966,439,43,1,50,50
967,295,13,3,48,144
968,219,28,5,35,175
969,669,9,2,11,22
970,495,20,5,32,160
971,230,19,3,32,96
972,20,48,1,94,94
973,987,39,3,25,75
974,553,12,4,18,72
975,950,15,4,22,88
976,148,31,5,37,185
977,108,14,5,36,180
978,403,11,2,60,120
979,596,26,2,73,146
980,483,42,4,61,244
981,367,27,1,90,90
982,834,11,3,47,141
983,414,38,2,109,218
984,309,34,2,74,148
985,802,43,1,27,27
986,918,19,1,72,72
987,835,6,5,60,300
988,134,46,3,18,54
989,719,38,1,22,22
990,283,49,2,49,98
991,778,42,2,64,128
992,73,28,4,118,472
993,481,1,1,88,88
994,352,35,5,52,260
995,560,40,3,53,159
996,326,8,5,119,595
997,745,47,2,77,154
998,443,7,5,42,210
999,100,11,2,33,66
1000,59,39,2,45,90
1001,508,4,2,114,228
1002,258,25,2,19,38
1003,413,12,2,109,218
1004,452,26,4,29,116
1005,65,38,5,114,570
1006,595,46,4,118,472
1007,154,12,4,117,468
1008,985,43,1,84,84
1009,266,37,1,21,21
1010,821,46,1,71,71
1011,79,24,3,27,81
1012,315,16,1,103,103
1013,662,13,5,117,585
1014,947,25,4,110,440
1015,560,4,5,72,360
1016,917,11,1,93,93
1017,891,32,3,34,102
1018,248,49,3,21,63
1019,790,7,4,30,120
1020,868,46,5,34,170
1021,610,11,2,20,40
1022,414,28,5,73,365
1023,25,41,1,82,82
1024,284,23,2,59,118
1025,449,45,3,71,213
1026,881,23,4,98,392
1027,301,50,4,108,432
1028,68,28,3,105,315
1029,7,43,1,58,58
1030,817,47,3,23,69
1031,137,26,1,10,10
1032,164,25,2,90,180
1033,83,29,3,34,102
1034,897,19,1,68,68
1035,650,33,2,81,162
1036,420,36,3,78,234
1037,73,14,4,14,56
1038,237,14,3,114,342
1039,46,35,5,108,540
1040,618,30,3,28,84
1041,928,28,5,32,160
1042,800,17,2,18,36
1043,262,3,3,103,309
1044,176,16,2,59,118
1045,166,46,2,25,50
1046,657,30,1,42,42
1047,842,29,2,11,22
1048,370,45,2,23,46
1049,795,15,3,119,357
1050,54,46,3,10,30
1051,690,25,4,99,396
1052,419,38,1,67,67
1053,756,42,2,98,196
1054,507,47,1,25,25
1055,341,38,5,88,440
1056,127,23,2,99,198
1057,409,25,1,56,56
1058,924,42,4,53,212
1059,367,7,4,89,356
1060,271,22,2,23,46
1061,644,17,5,102,510
1062,605,18,4,33,132
1063,379,49,4,64,256
1064,73,41,5,24,120
1065,923,10,1,92,92
1066,922,10,4,81,324
1067,915,7,3,43,129
1068,248,48,4,11,44
1069,860,50,1,36,36
1070,785,38,1,83,83
1071,43,27,2,108,216
1072,377,33,3,96,288
1073,41,1,1,81,81
1074,170,44,5,101,505
1075,946,34,3,32,96
1076,212,4,3,77,231
1077,493,17,5,23,115
1078,680,4,4,72,288
1079,39,43,5,115,575
1080,369,26,5,102,510
1081,757,4,4,74,296
1082,151,1,4,77,308
1083,111,7,4,72,288
1084,480,30,4,105,420
1085,436,50,4,106,424
1086,47,9,5,99,495
1087,575,35,2,90,180
1088,737,8,2,112,224
1089,366,24,1,96,96
1090,69,19,2,73,146
1091,299,36,2,41,82
1092,944,50,5,88,440
1093,802,43,4,22,88
1094,296,27,4,75,300
1095,203,32,5,28,140
1096,61,14,2,33,66
1097,946,18,5,118,590
1098,963,28,1,97,97
1099,830,29,4,20,80
1100,314,16,3,68,204
1101,161,35,1,95,95
1102,331,47,1,24,24
1103,528,31,5,19,95
1104,338,4,2,50,100
1105,606,37,4,36,144
1106,304,17,3,69,207
1107,503,39,1,82,82
1108,650,48,3,61,183
1109,338,46,2,37,74
1110,550,26,2,74,148
1111,639,48,3,26,78
1112,275,39,4,104,416
1113,164,41,2,53,106
1114,443,4,3,19,57
1115,319,30,1,72,72
1116,589,30,3,110,330
1117,504,22,3,102,306
1118,686,11,5,91,455
1119,387,2,2,56,112
1120,970,44,4,47,188
1121,870,12,4,112,448
1122,833,30,5,79,395
1123,888,36,4,113,452
1124,603,18,3,85,255
1125,750,26,5,62,310
1126,776,7,1,87,87
1127,691,1,2,53,106
1128,494,26,2,83,166
1129,490,23,2,63,126
1130,721,26,3,29,87
1131,73,45,1,88,88
1132,509,6,5,40,200
1133,390,6,5,16,80
1134,619,44,2,67,134
1135,857,8,1,114,114
1136,295,24,1,19,19
1137,369,22,1,19,19
1138,956,19,4,48,192
1139,796,37,4,37,148
1140,865,18,2,39,78
1141,694,31,1,46,46
1142,549,37,1,76,76
1143,649,30,5,52,260
1144,850,42,5,88,440
1145,568,33,2,94,188
1146,187,10,1,61,61
1147,853,37,2,110,220
1148,770,12,5,65,325
1149,445,30,5,85,425
1150,570,27,4,77,308
