order_id,customer_id,order_date,status,is_completed
136,28,2024-04-07,Completed,True
137,108,2024-09-24,Completed,True
138,44,2024-08-24,Completed,True
139,286,2024-11-04,Completed,True
140,128,2024-06-21,Completed,True
141,231,2024-07-08,Completed,True
142,190,2024-05-01,Completed,True
143,225,2024-02-15,Completed,True
144,283,2024-03-04,Completed,True
145,121,2024-05-09,Completed,True
146,116,2024-11-05,Completed,True
147,233,2024-12-28,Completed,True
148,259,2024-07-11,Completed,True
149,198,2024-11-02,Completed,True
150,137,2024-06-29,Returned,False
151,165,2024-10-18,Completed,True
152,225,2024-10-08,Completed,True
153,234,2024-01-29,Returned,False
154,172,2024-05-28,Completed,True
155,152,2024-09-23,Completed,True
156,160,2024-10-22,Completed,True
157,96,2024-01-11,Completed,True
158,233,2024-06-12,Completed,True
159,180,2024-04-22,Completed,True
160,113,2024-07-05,Completed,True
161,52,2024-10-21,Completed,True
162,268,2024-08-19,Returned,False
163,295,2024-08-14,Cancelled,False
164,113,2024-11-05,Completed,True
165,101,2024-04-07,Completed,True
166,113,2024-02-24,Completed,True
167,81,2024-04-20,Completed,True
168,187,2024-05-31,Completed,True
169,113,2024-09-02,Completed,True
170,2,2024-03-09,Cancelled,False
171,130,2024-11-07,Completed,True
172,220,2024-10-15,Completed,True
173,54,2024-09-06,Completed,True
174,224,2024-02-05,Completed,True
175,225,2024-08-26,Cancelled,False
176,126,2024-05-27,Completed,True
177,130,2024-08-14,Completed,True
178,53,2024-08-31,Completed,True
179,172,2024-12-02,Completed,True
180,218,2024-12-30,Completed,True
181,160,2024-07-19,Completed,True
182,198,2024-06-02,Completed,True
183,247,2024-03-13,Completed,True
184,203,2024-07-19,Completed,True
185,184,2024-10-22,Completed,True
186,123,2024-01-17,Completed,True
187,255,2024-05-08,Completed,True
188,294,2024-08-04,Completed,True
189,280,2024-03-01,Returned,False
190,98,2024-04-13,Cancelled,False
191,198,2024-02-11,Returned,False
192,240,2024-01-25,Completed,True
193,144,2024-02-08,Completed,True
194,97,2024-10-17,Completed,True
195,201,2024-05-10,Completed,True
196,124,2024-08-16,Cancelled,False
197,187,2024-04-17,Completed,True
198,259,2024-06-20,Completed,True
199,148,2024-04-11,Completed,True
200,252,2024-12-19,Completed,True
201,147,2024-01-12,Completed,True
202,148,2024-10-01,Completed,True
203,199,2024-04-10,Completed,True
204,128,2024-02-13,Completed,True
205,39,2024-10-31,Completed,True
206,129,2024-01-17,Completed,True
207,267,2024-11-25,Cancelled,False
208,151,2024-02-26,Returned,False
209,298,2024-11-06,Completed,True
210,99,2024-10-29,Completed,True
211,263,2024-01-12,Completed,True
212,252,2024-11-13,Completed,True
213,144,2024-03-20,Completed,True
214,112,2024-08-03,Cancelled,False
215,60,2024-12-04,Completed,True
216,2,2024-09-20,Returned,False
217,254,2024-05-28,Completed,True
218,140,2024-03-21,Completed,True
219,37,2024-08-02,Completed,True
220,160,2024-07-16,Cancelled,False
221,9,2024-07-18,Completed,True
222,233,2024-01-25,Completed,True
223,99,2024-03-29,Completed,True
224,147,2024-09-24,Completed,True
225,208,2024-05-22,Completed,True
226,131,2024-02-28,Completed,True
227,152,2024-12-30,Completed,True
228,54,2024-01-26,Completed,True
229,120,2024-02-16,Completed,True
230,161,2024-10-14,Completed,True
231,116,2024-09-22,Completed,True
232,75,2024-01-16,Completed,True
233,113,2024-07-17,Completed,True
234,104,2024-10-08,Completed,True
235,254,2024-03-26,Returned,False
236,227,2024-09-06,Completed,True
237,112,2024-09-26,Completed,True
238,99,2024-11-30,Completed,True
239,153,2024-04-26,Completed,True
240,194,2024-01-07,Completed,True
241,163,2024-05-16,Completed,True
242,208,2024-06-24,Completed,True
243,169,2024-11-23,Completed,True
244,161,2024-11-10,Completed,True
245,68,2024-08-02,Completed,True
246,289,2024-03-22,Completed,True
247,277,2024-08-10,Completed,True
248,135,2024-04-12,Completed,True
249,195,2024-09-29,Completed,True
250,128,2024-01-14,Returned,False
251,33,2024-06-07,Completed,True
252,176,2024-05-31,Completed,True
253,22,2024-04-17,Completed,True
254,238,2024-07-06,Completed,True
255,158,2024-10-27,Completed,True
256,38,2024-04-07,Completed,True
257,230,2024-05-10,Completed,True
258,51,2024-10-19,Completed,True
259,264,2024-06-19,Completed,True
260,283,2024-07-01,Completed,True
261,27,2024-12-29,Completed,True
262,226,2024-02-08,Returned,False
263,277,2024-01-15,Completed,True
264,286,2024-01-04,Completed,True
265,97,2024-12-14,Returned,False
266,284,2024-07-28,Completed,True
267,147,2024-06-09,Completed,True
268,4,2024-01-16,Completed,True
269,35,2024-04-17,Cancelled,False
270,192,2024-11-06,Completed,True
271,49,2024-08-14,Completed,True
272,17,2024-06-18,Completed,True
273,172,2024-02-03,Returned,False
274,220,2024-09-07,Completed,True
275,158,2024-09-03,Completed,True
276,46,2024-09-25,Completed,True
277,6,2024-05-20,Completed,True
278,99,2024-09-30,Completed,True
279,233,2024-04-05,Returned,False
280,37,2024-08-14,Completed,True
281,280,2024-02-08,Completed,True
282,181,2024-10-28,Completed,True
283,95,2024-01-29,Cancelled,False
284,99,2024-11-13,Completed,True
285,188,2024-09-01,Completed,True
286,116,2024-08-23,Cancelled,False
287,191,2024-07-03,Cancelled,False
288,253,2024-09-28,Cancelled,False
289,161,2024-08-23,Returned,False
290,256,2024-08-26,Completed,True
291,128,2024-09-22,Completed,True
292,18,2024-12-24,Completed,True
293,281,2024-12-05,Cancelled,False
294,223,2024-03-05,Completed,True
295,54,2024-06-25,Completed,True
296,58,2024-01-03,Completed,True
297,174,2024-05-21,Completed,True
298,280,2024-06-06,Completed,True
299,114,2024-11-19,Returned,False
300,288,2024-05-25,Returned,False
301,151,2024-10-19,Completed,True
302,127,2024-06-01,Completed,True
303,155,2024-07-11,Completed,True
304,273,2024-03-13,Completed,True
305,104,2024-10-31,Cancelled,False
306,299,2024-12-09,Completed,True
307,246,2024-05-19,Completed,True
308,176,2024-07-05,Cancelled,False
309,39,2024-10-19,Completed,True
310,170,2024-03-01,Completed,True
311,247,2024-07-16,Completed,True
312,26,2024-10-21,Completed,True
313,13,2024-11-14,Completed,True
314,36,2024-10-28,Completed,True
315,173,2024-12-09,Completed,True
316,20,2024-01-11,Cancelled,False
317,264,2024-03-02,Completed,True
318,142,2024-11-28,Completed,True
319,143,2024-08-13,Completed,True
320,92,2024-06-01,Completed,True
321,288,2024-07-17,Completed,True
322,215,2024-02-21,Completed,True
323,51,2024-09-16,Completed,True
324,153,2024-02-28,Returned,False
325,186,2024-03-12,Completed,True
326,63,2024-05-27,Completed,True
327,190,2024-12-14,Cancelled,False
328,125,2024-03-03,Completed,True
329,150,2024-11-05,Completed,True
330,58,2024-08-30,Completed,True
331,180,2024-11-25,Completed,True
332,170,2024-04-16,Completed,True
333,271,2024-08-13,Completed,True
334,54,2024-11-08,Completed,True
335,101,2024-08-05,Completed,True
336,264,2024-08-28,Completed,True
337,53,2024-09-15,Completed,True
338,60,2024-09-18,Completed,True
339,108,2024-01-05,Completed,True
340,5,2024-09-17,Completed,True
341,103,2024-02-23,Returned,False
342,196,2024-02-16,Completed,True
343,262,2024-08-02,Completed,True
344,47,2024-06-25,Completed,True
345,144,2024-01-09,Completed,True
346,269,2024-04-08,Cancelled,False
347,124,2024-01-20,Returned,False
348,106,2024-08-28,Completed,True
349,158,2024-03-01,Completed,True
350,147,2024-06-26,Completed,True
351,145,2024-12-03,Cancelled,False
352,120,2024-03-02,Completed,True
353,275,2024-05-24,Completed,True
354,92,2024-08-03,Completed,True
355,58,2024-01-03,Completed,True
356,229,2024-06-08,Completed,True
357,117,2024-08-14,Completed,True
358,279,2024-09-25,Completed,True
359,127,2024-04-29,Completed,True
360,129,2024-03-29,Completed,True
361,58,2024-11-24,Completed,True
362,122,2024-03-08,Completed,True
363,1,2024-12-22,Completed,True
364,239,2024-04-07,Completed,True
365,290,2024-09-23,Completed,True
366,96,2024-04-14,Completed,True
367,126,2024-11-18,Completed,True
368,118,2024-05-02,Completed,True
369,48,2024-01-29,Completed,True
370,89,2024-05-16,Cancelled,False
371,237,2024-07-13,Completed,True
372,272,2024-08-13,Cancelled,False
373,189,2024-11-27,Completed,True
374,192,2024-06-18,Completed,True
375,69,2024-01-09,Completed,True
376,278,2024-02-09,Completed,True
377,247,2024-01-25,Completed,True
378,76,2024-09-17,Completed,True
379,154,2024-08-13,Completed,True
380,144,2024-05-03,Completed,True
381,86,2024-02-07,Completed,True
382,185,2024-11-23,Completed,True
383,285,2024-09-07,Completed,True
384,220,2024-06-24,Completed,True
385,69,2024-03-30,Completed,True
386,47,2024-02-06,Completed,True
387,94,2024-11-11,Completed,True
388,238,2024-06-24,Completed,True
389,204,2024-10-10,Returned,False
390,218,2024-03-21,Returned,False
391,39,2024-04-23,Completed,True
392,100,2024-02-09,Completed,True
393,289,2024-10-27,Completed,True
394,254,2024-08-11,Completed,True
395,222,2024-11-13,Completed,True
396,23,2024-12-14,Completed,True
397,250,2024-04-24,Cancelled,False
398,10,2024-07-04,Completed,True
399,246,2024-11-18,Completed,True
400,100,2024-02-25,Completed,True
401,290,2024-02-09,Completed,True
402,180,2024-12-19,Completed,True
403,223,2024-02-09,Completed,True
404,250,2024-12-12,Completed,True
405,147,2024-08-24,Completed,True
406,96,2024-10-15,Cancelled,False
407,257,2024-09-18,Completed,True
408,4,2024-08-03,Completed,True
409,16,2024-05-26,Completed,True
410,280,2024-12-01,Returned,False
411,247,2024-06-16,Completed,True
412,258,2024-04-01,Completed,True
413,160,2024-12-18,Cancelled,False
414,152,2024-02-28,Cancelled,False
415,178,2024-02-28,Completed,True
416,163,2024-10-30,Cancelled,False
417,33,2024-06-17,Completed,True
418,179,2024-09-25,Completed,True
419,101,2024-12-28,Completed,True
420,268,2024-02-14,Completed,True
421,65,2024-12-10,Completed,True
422,168,2024-06-29,Completed,True
423,43,2024-06-18,Completed,True
424,44,2024-12-21,Completed,True
425,285,2024-07-09,Completed,True
426,12,2024-06-03,Completed,True
427,95,2024-07-06,Completed,True
428,253,2024-01-07,Completed,True
429,242,2024-05-12,Completed,True
430,35,2024-08-22,Completed,True
431,215,2024-02-14,Returned,False
432,90,2024-11-09,Completed,True
433,264,2024-09-05,Completed,True
434,93,2024-01-31,Completed,True
435,90,2024-01-23,Completed,True
436,115,2024-06-08,Completed,True
437,105,2024-12-28,Returned,False
438,196,2024-06-06,Completed,True
439,114,2024-02-08,Completed,True
440,75,2024-03-22,Completed,True
441,217,2024-12-21,Completed,True
442,277,2024-09-14,Completed,True
443,249,2024-07-24,Completed,True
444,164,2024-03-17,Completed,True
445,192,2024-01-12,Completed,True
446,227,2024-10-21,Completed,True
447,177,2024-08-11,Returned,False
448,99,2024-01-13,Completed,True
449,36,2024-02-15,Completed,True
450,96,2024-06-03,Completed,True
451,152,2024-04-22,Completed,True
452,151,2024-08-20,Cancelled,False
453,190,2024-01-17,Completed,True
454,224,2024-12-25,Completed,True
455,37,2024-08-10,Returned,False
456,268,2024-12-19,Completed,True
457,183,2024-07-06,Returned,False
458,13,2024-12-09,Completed,True
459,279,2024-12-30,Completed,True
460,217,2024-06-11,Completed,True
461,286,2024-11-21,Completed,True
462,273,2024-03-14,Returned,False
463,62,2024-08-20,Completed,True
464,84,2024-08-11,Completed,True
465,217,2024-11-14,Completed,True
466,187,2024-02-29,Completed,True
467,19,2024-11-30,Completed,True
468,177,2024-08-09,Returned,False
469,100,2024-02-06,Completed,True
470,233,2024-10-04,Completed,True
471,76,2024-07-14,Completed,True
472,265,2024-12-17,Completed,True
473,284,2024-08-29,Completed,True
474,206,2024-11-19,Completed,True
475,223,2024-08-06,Cancelled,False
476,52,2024-07-10,Completed,True
477,144,2024-01-17,Completed,True
478,69,2024-01-12,Completed,True
479,99,2024-07-11,Cancelled,False
480,25,2024-01-22,Completed,True
481,53,2024-04-29,Completed,True
482,151,2024-07-28,Completed,True
483,144,2024-11-01,Completed,True
484,57,2024-09-26,Completed,True
485,39,2024-07-10,Completed,True
486,109,2024-06-23,Completed,True
487,181,2024-10-11,Completed,True
488,42,2024-07-22,Returned,False
489,186,2024-06-12,Cancelled,False
490,223,2024-09-07,Completed,True
491,122,2024-08-14,Completed,True
492,133,2024-01-07,Completed,True
493,163,2024-01-29,Completed,True
494,215,2024-02-02,Completed,True
495,221,2024-05-13,Completed,True
496,235,2024-03-19,Completed,True
497,146,2024-02-27,Cancelled,False
498,239,2024-01-26,Completed,True
499,76,2024-08-13,Completed,True
500,9,2024-10-11,Completed,True
501,74,2024-01-04,Completed,True
502,253,2024-04-08,Completed,True
503,230,2024-02-08,Completed,True
504,7,2024-09-27,Completed,True
505,174,2024-10-11,Completed,True
506,141,2024-06-05,Completed,True
507,168,2024-03-15,Completed,True
508,170,2024-10-14,Cancelled,False
509,283,2024-05-09,Cancelled,False
510,122,2024-06-23,Cancelled,False
511,194,2024-03-24,Completed,True
512,5,2024-01-22,Completed,True
513,29,2024-01-27,Returned,False
514,165,2024-07-13,Completed,True
515,136,2024-12-02,Completed,True
516,145,2024-08-23,Completed,True
517,217,2024-04-01,Completed,True
518,132,2024-01-21,Returned,False
519,292,2024-10-29,Completed,True
520,70,2024-12-22,Completed,True
521,252,2024-03-24,Completed,True
522,275,2024-09-18,Completed,True
523,182,2024-05-26,Cancelled,False
524,167,2024-09-13,Completed,True
525,91,2024-02-27,Completed,True
526,202,2024-01-15,Returned,False
527,19,2024-06-10,Completed,True
528,39,2024-06-11,Completed,True
529,126,2024-11-15,Completed,True
530,173,2024-10-07,Completed,True
531,141,2024-10-06,Completed,True
532,242,2024-01-12,Completed,True
533,220,2024-09-30,Completed,True
534,126,2024-09-27,Completed,True
535,58,2024-07-26,Returned,False
536,148,2024-01-27,Completed,True
537,1,2024-03-12,Completed,True
538,190,2024-02-29,Completed,True
539,191,2024-05-24,Completed,True
540,117,2024-04-02,Completed,True
541,134,2024-11-04,Cancelled,False
542,58,2024-01-08,Returned,False
543,44,2024-03-19,Completed,True
544,173,2024-01-27,Returned,False
545,160,2024-06-22,Completed,True
546,173,2024-02-19,Completed,True
547,149,2024-07-17,Completed,True
548,80,2024-12-14,Cancelled,False
549,213,2024-06-29,Completed,True
550,203,2024-01-24,Completed,True
551,252,2024-11-11,Completed,True
552,229,2024-02-15,Completed,True
553,164,2024-01-15,Completed,True
554,227,2024-06-01,Cancelled,False
555,147,2024-08-09,Cancelled,False
556,20,2024-07-24,Completed,True
557,47,2024-09-29,Returned,False
558,233,2024-08-23,Completed,True
559,14,2024-12-05,Returned,False
560,143,2024-08-15,Completed,True
561,1,2024-01-09,Completed,True
562,54,2024-06-14,Completed,True
563,259,2024-11-14,Cancelled,False
564,144,2024-08-01,Completed,True
565,12,2024-04-26,Completed,True
566,224,2024-12-09,Completed,True
567,272,2024-03-12,Completed,True
568,156,2024-03-04,Completed,True
569,8,2024-07-23,Completed,True
570,122,2024-07-27,Cancelled,False
571,164,2024-03-12,Completed,True
572,90,2024-10-03,Completed,True
573,136,2024-09-30,Completed,True
574,186,2024-11-15,Cancelled,False
575,178,2024-12-03,Cancelled,False
576,28,2024-04-04,Completed,True
577,220,2024-06-14,Completed,True
578,41,2024-02-01,Completed,True
579,228,2024-01-11,Completed,True
580,192,2024-10-27,Cancelled,False
581,145,2024-08-04,Completed,True
582,201,2024-10-15,Completed,True
583,212,2024-04-11,Completed,True
584,220,2024-09-23,Cancelled,False
585,240,2024-08-01,Completed,True
586,46,2024-06-27,Completed,True
587,35,2024-03-28,Completed,True
588,253,2024-02-10,Cancelled,False
589,82,2024-03-16,Completed,True
590,256,2024-02-15,Completed,True
591,197,2024-06-08,Completed,True
592,10,2024-03-20,Completed,True
593,286,2024-11-05,Completed,True
594,242,2024-03-26,Completed,True
595,251,2024-04-01,Completed,True
596,5,2024-05-27,Completed,True
597,119,2024-06-09,Completed,True
598,289,2024-07-20,Cancelled,False
599,65,2024-08-29,Completed,True
600,146,2024-12-18,Returned,False
601,224,2024-01-02,Completed,True
602,239,2024-08-12,Completed,True
603,177,2024-10-15,Completed,True
604,267,2024-08-20,Completed,True
605,282,2024-03-17,Completed,True
606,63,2024-04-25,Completed,True
607,217,2024-06-02,Completed,True
608,283,2024-04-12,Cancelled,False
609,177,2024-07-12,Completed,True
610,98,2024-06-14,Cancelled,False
611,105,2024-12-24,Completed,True
612,99,2024-03-30,Completed,True
613,6,2024-06-22,Completed,True
614,197,2024-05-01,Completed,True
615,133,2024-05-22,Completed,True
616,259,2024-04-15,Completed,True
617,23,2024-10-31,Completed,True
618,53,2024-12-25,Completed,True
619,165,2024-11-12,Completed,True
620,202,2024-05-02,Returned,False
621,83,2024-01-09,Cancelled,False
622,145,2024-09-18,Completed,True
623,85,2024-03-13,Completed,True
624,78,2024-12-24,Completed,True
625,1,2024-08-10,Completed,True
626,51,2024-02-10,Returned,False
627,173,2024-07-22,Completed,True
628,205,2024-09-20,Completed,True
629,260,2024-11-23,Completed,True
630,288,2024-06-26,Completed,True
631,34,2024-12-13,Completed,True
632,95,2024-11-13,Cancelled,False
633,72,2024-03-24,Completed,True
634,39,2024-11-13,Completed,True
635,154,2024-04-20,Returned,False
636,250,2024-09-07,Completed,True
637,162,2024-01-07,Completed,True
638,118,2024-03-24,Completed,True
639,259,2024-07-26,Completed,True
640,268,2024-11-09,Returned,False
641,54,2024-01-22,Completed,True
642,236,2024-01-03,Cancelled,False
643,222,2024-05-06,Completed,True
644,251,2024-10-23,Returned,False
645,112,2024-07-06,Completed,True
646,255,2024-12-27,Cancelled,False
647,207,2024-01-14,Completed,True
648,229,2024-01-12,Returned,False
649,66,2024-03-27,Completed,True
650,75,2024-01-12,Completed,True
651,103,2024-01-25,Cancelled,False
652,192,2024-10-27,Completed,True
653,252,2024-08-30,Cancelled,False
654,226,2024-05-01,Completed,True
655,294,2024-05-26,Completed,True
656,98,2024-02-24,Completed,True
657,286,2024-08-25,Completed,True
658,249,2024-12-21,Completed,True
659,166,2024-06-21,Completed,True
660,30,2024-08-08,Completed,True
661,247,2024-04-28,Completed,True
662,106,2024-11-04,Completed,True
663,51,2024-07-01,Completed,True
664,81,2024-10-14,Completed,True
665,133,2024-11-02,Completed,True
666,285,2024-10-26,Completed,True
667,138,2024-03-22,Returned,False
668,184,2024-07-29,Cancelled,False
669,273,2024-05-29,Completed,True
670,69,2024-02-06,Completed,True
671,34,2024-12-17,Cancelled,False
672,262,2024-11-07,Completed,True
673,53,2024-12-26,Completed,True
674,205,2024-02-28,Completed,True
675,126,2024-05-10,Completed,True
676,235,2024-07-20,Completed,True
677,43,2024-08-30,Completed,True
678,240,2024-02-04,Returned,False
679,111,2024-04-02,Cancelled,False
680,249,2024-07-25,Completed,True
681,151,2024-12-18,Completed,True
682,183,2024-11-27,Cancelled,False
683,95,2024-10-31,Completed,True
684,8,2024-12-15,Completed,True
685,184,2024-07-31,Completed,True
686,281,2024-06-07,Returned,False
687,195,2024-01-24,Completed,True
688,195,2024-10-19,Cancelled,False
689,155,2024-01-04,Cancelled,False
690,93,2024-08-07,Completed,True
691,160,2024-12-29,Completed,True
692,61,2024-01-20,Completed,True
693,122,2024-05-31,Completed,True
694,51,2024-02-19,Completed,True
695,277,2024-06-25,Completed,True
696,5,2024-04-05,Completed,True
697,92,2024-04-14,Cancelled,False
698,170,2024-09-06,Completed,True
699,22,2024-04-26,Completed,True
700,1,2024-12-19,Completed,True
701,133,2024-08-15,Completed,True
702,233,2024-03-06,Completed,True
703,12,2024-11-30,Completed,True
704,46,2024-09-18,Completed,True
705,34,2024-10-21,Completed,True
706,78,2024-08-30,Completed,True
707,218,2024-07-04,Completed,True
708,73,2024-09-02,Completed,True
709,282,2024-05-04,Returned,False
710,249,2024-09-24,Completed,True
711,47,2024-05-10,Completed,True
712,121,2024-08-24,Completed,True
713,214,2024-01-18,Completed,True
714,239,2024-02-09,Completed,True
715,56,2024-01-21,Completed,True
716,107,2024-08-12,Completed,True
717,48,2024-12-20,Completed,True
718,61,2024-10-08,Completed,True
719,26,2024-01-08,Completed,True
720,292,2024-04-09,Completed,True
721,257,2024-08-27,Returned,False
722,8,2024-03-27,Completed,True
723,113,2024-10-24,Completed,True
724,253,2024-01-14,Completed,True
725,180,2024-11-29,Completed,True
726,207,2024-01-02,Completed,True
727,127,2024-10-19,Completed,True
728,56,2024-11-20,Completed,True
729,214,2024-02-10,Completed,True
730,14,2024-11-13,Completed,True
731,28,2024-11-11,Completed,True
732,78,2024-04-20,Completed,True
733,216,2024-01-14,Completed,True
734,154,2024-08-18,Completed,True
735,14,2024-03-24,Cancelled,False
736,187,2024-05-09,Completed,True
737,7,2024-08-18,Completed,True
738,3,2024-11-21,Completed,True
739,111,2024-05-24,Returned,False
740,238,2024-12-10,Completed,True
741,239,2024-01-28,Completed,True
742,274,2024-03-06,Completed,True
743,294,2024-06-11,Completed,True
744,227,2024-08-16,Completed,True
745,15,2024-09-17,Completed,True
746,192,2024-06-12,Cancelled,False
747,119,2024-10-27,Completed,True
748,28,2024-10-29,Completed,True
749,202,2024-10-13,Returned,False
750,39,2024-01-10,Completed,True
751,273,2024-07-13,Completed,True
752,231,2024-04-27,Completed,True
753,86,2024-09-26,Completed,True
754,126,2024-03-20,Completed,True
755,300,2024-04-02,Returned,False
756,25,2024-09-22,Completed,True
757,145,2024-11-27,Completed,True
758,13,2024-12-15,Completed,True
759,212,2024-12-26,Cancelled,False
760,25,2024-09-13,Returned,False
761,68,2024-05-12,Cancelled,False
762,67,2024-10-02,Completed,True
763,233,2024-09-20,Completed,True
764,109,2024-06-19,Completed,True
765,146,2024-01-01,Completed,True
766,111,2024-11-08,Completed,True
767,228,2024-03-04,Completed,True
768,111,2024-10-10,Completed,True
769,34,2024-04-30,Completed,True
770,111,2024-04-16,Completed,True
771,264,2024-06-23,Completed,True
772,236,2024-07-22,Completed,True
773,83,2024-06-13,Completed,True
774,42,2024-10-31,Completed,True
775,101,2024-04-29,Completed,True
776,6,2024-02-13,Completed,True
777,180,2024-11-07,Completed,True
778,282,2024-06-04,Completed,True
779,226,2024-07-25,Returned,False
780,229,2024-04-17,Completed,True
781,289,2024-09-07,Completed,True
782,150,2024-11-29,Completed,True
783,277,2024-05-09,Completed,True
784,198,2024-10-19,Completed,True
785,70,2024-01-20,Completed,True
786,112,2024-10-08,Returned,False
787,4,2024-10-11,Completed,True
788,95,2024-01-01,Cancelled,False
789,152,2024-04-28,Completed,True
790,137,2024-02-04,Completed,True
791,247,2024-07-16,Returned,False
792,243,2024-09-01,Completed,True
793,31,2024-02-28,Completed,True
794,40,2024-11-20,Completed,True
795,229,2024-06-09,Completed,True
796,36,2024-06-27,Completed,True
797,223,2024-07-24,Completed,True
798,6,2024-01-12,Completed,True
799,220,2024-10-02,Completed,True
800,75,2024-06-29,Completed,True
801,4,2024-08-29,Completed,True
802,134,2024-08-03,Completed,True
803,118,2024-09-07,Completed,True
804,94,2024-10-25,Completed,True
805,62,2024-05-05,Completed,True
806,194,2024-08-04,Cancelled,False
807,203,2024-11-01,Completed,True
808,26,2024-10-11,Completed,True
809,173,2024-07-03,Completed,True
810,300,2024-02-08,Completed,True
811,133,2024-08-10,Completed,True
