order_item_id,order_id,order_date,order_month,order_year,status,is_completed,customer_id,country,signup_date,product_id,product_name,category,quantity,price,revenue
40,566,2024-12-09,2024-12-01,2024,Completed,True,224,France,2023-06-12,8,Product_8,Body,5,25,125
41,564,2024-08-01,2024-08-01,2024,Completed,True,144,France,2023-06-22,6,Product_6,Body,1,81,81
42,660,2024-08-08,2024-08-01,2024,Completed,True,30,Germany,2023-04-17,14,Product_14,Body,2,27,54
43,160,2024-07-05,2024-07-01,2024,Completed,True,113,Spain,2024-04-12,32,Product_32,Body,2,61,122
44,882,2024-12-09,2024-12-01,2024,Completed,True,198,Germany,2023-05-02,35,Product_35,Skin,4,57,228
45,14,2024-11-14,2024-11-01,2024,Completed,True,150,Morocco,2024-02-07,10,Product_10,Hair,5,52,260
46,178,2024-08-31,2024-08-01,2024,Completed,True,53,France,2023-11-04,3,Product_3,Hair,5,48,240
47,412,2024-04-01,2024-04-01,2024,Completed,True,258,Morocco,2023-10-06,12,Product_12,Skin,2,58,116
48,878,2024-12-04,2024-12-01,2024,Cancelled,False,225,Morocco,2023-03-02,49,Product_49,Makeup,1,21,21
49,53,2024-08-10,2024-08-01,2024,Completed,True,191,Italy,2024-04-19,31,Product_31,Body,1,118,118
50,408,2024-08-03,2024-08-01,2024,Completed,True,4,France,2023-01-03,29,Product_29,Makeup,1,19,19
51,847,2024-10-15,2024-10-01,2024,Completed,True,35,Spain,2023-11-14,5,Product_5,Skin,5,80,400
52,22,2024-06-10,2024-06-01,2024,Completed,True,236,Morocco,2023-01-02,25,Product_25,Hair,4,119,476
53,30,2024-11-08,2024-11-01,2024,Completed,True,51,Germany,2024-02-03,41,Product_41,Skin,2,64,128
54,703,2024-11-30,2024-11-01,2024,Completed,True,12,France,2024-03-11,31,Product_31,Body,3,10,30
55,260,2024-07-01,2024-07-01,2024,Completed,True,283,Italy,2023-01-21,21,Product_21,Hair,4,58,232
56,205,2024-10-31,2024-10-01,2024,Completed,True,39,Morocco,2024-02-15,20,Product_20,Hair,3,45,135
57,59,2024-05-30,2024-05-01,2024,Completed,True,271,France,2023-08-29,39,Product_39,Hair,4,30,120
58,471,2024-07-14,2024-07-01,2024,Completed,True,76,Spain,2023-02-07,22,Product_22,Makeup,1,46,46
59,776,2024-02-13,2024-02-01,2024,Completed,True,6,Italy,2023-07-13,4,Product_4,Body,5,33,165
60,466,2024-02-29,2024-02-01,2024,Completed,True,187,Morocco,2024-02-14,13,Product_13,Skin,3,64,192
61,12,2024-08-09,2024-08-01,2024,Completed,True,152,Morocco,2023-09-15,45,Product_45,Body,4,34,136
62,631,2024-12-13,2024-12-01,2024,Completed,True,34,Morocco,2024-01-03,42,Product_42,Skin,5,16,80
63,927,2024-04-26,2024-04-01,2024,Completed,True,38,Morocco,2024-05-03,50,Product_50,Skin,3,115,345
64,974,2024-02-16,2024-02-01,2024,Completed,True,152,Morocco,2023-09-15,49,Product_49,Makeup,2,90,180
65,290,2024-08-26,2024-08-01,2024,Completed,True,256,Germany,2023-06-03,20,Product_20,Hair,4,102,408
66,850,2024-10-13,2024-10-01,2024,Returned,False,60,Spain,2024-04-15,13,Product_13,Skin,2,103,206
67,760,2024-09-13,2024-09-01,2024,Returned,False,25,Italy,2023-01-31,17,Product_17,Hair,1,80,80
68,354,2024-08-03,2024-08-01,2024,Completed,True,92,Spain,2023-09-01,36,Product_36,Skin,2,106,212
69,639,2024-07-26,2024-07-01,2024,Completed,True,259,Spain,2024-03-15,33,Product_33,Hair,2,80,160
70,75,2024-09-17,2024-09-01,2024,Completed,True,65,France,2023-08-31,1,Product_1,Body,4,33,132
71,873,2024-05-11,2024-05-01,2024,Completed,True,23,Spain,2023-04-02,15,Product_15,Makeup,1,20,20
72,716,2024-08-12,2024-08-01,2024,Completed,True,107,Italy,2024-01-05,13,Product_13,Skin,2,82,164
73,561,2024-01-09,2024-01-01,2024,Completed,True,1,Spain,2023-05-15,17,Product_17,Hair,5,21,105
74,591,2024-06-08,2024-06-01,2024,Completed,True,197,Italy,2023-09-08,24,Product_24,Hair,3,44,132
75,441,2024-12-21,2024-12-01,2024,Completed,True,217,Italy,2023-02-01,8,Product_8,Body,2,72,144
76,991,2024-06-02,2024-06-01,2024,Completed,True,189,Germany,2023-06-03,50,Product_50,Skin,1,77,77
77,241,2024-05-16,2024-05-01,2024,Completed,True,163,Spain,2023-07-27,27,Product_27,Makeup,2,109,218
78,861,2024-06-09,2024-06-01,2024,Completed,True,132,Germany,2023-10-07,45,Product_45,Body,3,101,303
79,154,2024-05-28,2024-05-01,2024,Completed,True,172,Italy,2023-07-18,23,Product_23,Body,1,66,66
80,786,2024-10-08,2024-10-01,2024,Returned,False,112,Germany,2024-04-25,46,Product_46,Makeup,4,22,88
81,96,2024-01-14,2024-01-01,2024,Completed,True,99,Italy,2024-01-09,8,Product_8,Body,1,32,32
82,726,2024-01-02,2024-01-01,2024,Completed,True,207,Germany,2023-03-18,8,Product_8,Body,4,92,368
83,294,2024-03-05,2024-03-01,2024,Completed,True,223,Spain,2023-12-15,26,Product_26,Makeup,1,115,115
84,209,2024-11-06,2024-11-01,2024,Completed,True,298,Morocco,2023-12-06,47,Product_47,Hair,3,110,330
85,343,2024-08-02,2024-08-01,2024,Completed,True,262,Morocco,2023-10-03,13,Product_13,Skin,3,48,144
86,88,2024-04-29,2024-04-01,2024,Completed,True,135,France,2023-09-23,39,Product_39,Hair,1,97,97
87,818,2024-10-27,2024-10-01,2024,Completed,True,140,Morocco,2024-02-05,37,Product_37,Makeup,2,89,178
88,776,2024-02-13,2024-02-01,2024,Completed,True,6,Italy,2023-07-13,49,Product_49,Makeup,3,106,318
89,937,2024-10-01,2024-10-01,2024,Completed,True,171,Italy,2023-07-09,28,Product_28,Hair,4,21,84
90,390,2024-03-21,2024-03-01,2024,Returned,False,218,Germany,2024-04-12,25,Product_25,Hair,4,43,172
91,325,2024-03-12,2024-03-01,2024,Completed,True,186,Germany,2023-01-29,16,Product_16,Makeup,5,80,400
92,940,2024-02-21,2024-02-01,2024,Completed,True,127,Italy,2023-01-29,2,Product_2,Skin,4,84,336
93,889,2024-07-17,2024-07-01,2024,Completed,True,157,Morocco,2024-04-07,18,Product_18,Makeup,5,40,200
94,832,2024-10-16,2024-10-01,2024,Completed,True,172,Italy,2023-07-18,17,Product_17,Hair,1,102,102
95,157,2024-01-11,2024-01-01,2024,Completed,True,96,Germany,2024-01-31,30,Product_30,Hair,1,71,71
96,668,2024-07-29,2024-07-01,2024,Cancelled,False,184,France,2024-04-21,39,Product_39,Hair,1,22,22
97,651,2024-01-25,2024-01-01,2024,Cancelled,False,103,Italy,2023-03-22,13,Product_13,Skin,2,40,80
98,633,2024-03-24,2024-03-01,2024,Completed,True,72,France,2023-10-30,32,Product_32,Body,2,11,22
99,577,2024-06-14,2024-06-01,2024,Completed,True,220,France,2024-01-29,50,Product_50,Skin,5,112,560
100,619,2024-11-12,2024-11-01,2024,Completed,True,165,Italy,2023-04-05,29,Product_29,Makeup,4,24,96
101,659,2024-06-21,2024-06-01,2024,Completed,True,166,Morocco,2023-12-14,46,Product_46,Makeup,4,66,264
102,137,2024-09-24,2024-09-01,2024,Completed,True,108,Italy,2023-06-04,30,Product_30,Hair,1,84,84
103,923,2024-01-21,2024-01-01,2024,Completed,True,69,Germany,2024-02-13,18,Product_18,Makeup,3,43,129
104,674,2024-02-28,2024-02-01,2024,Completed,True,205,Morocco,2023-10-24,13,Product_13,Skin,2,112,224
105,428,2024-01-07,2024-01-01,2024,Completed,True,253,Morocco,2023-05-19,43,Product_43,Hair,2,77,154
106,452,2024-08-20,2024-08-01,2024,Cancelled,False,151,Germany,2023-06-06,21,Product_21,Hair,1,84,84
107,612,2024-03-30,2024-03-01,2024,Completed,True,99,Italy,2024-01-09,30,Product_30,Hair,2,38,76
108,850,2024-10-13,2024-10-01,2024,Returned,False,60,Spain,2024-04-15,21,Product_21,Hair,1,75,75
109,911,2024-01-12,2024-01-01,2024,Completed,True,261,Morocco,2023-10-31,48,Product_48,Hair,5,25,125
110,819,2024-11-03,2024-11-01,2024,Completed,True,47,Italy,2024-01-16,17,Product_17,Hair,4,48,192
111,141,2024-07-08,2024-07-01,2024,Completed,True,231,Morocco,2024-02-18,40,Product_40,Hair,3,86,258
112,83,2024-12-29,2024-12-01,2024,Completed,True,289,Italy,2023-05-28,19,Product_19,Makeup,4,46,184
113,177,2024-08-14,2024-08-01,2024,Completed,True,130,Spain,2023-07-26,15,Product_15,Makeup,4,90,360
114,198,2024-06-20,2024-06-01,2024,Completed,True,259,Spain,2024-03-15,9,Product_9,Makeup,5,30,150
115,624,2024-12-24,2024-12-01,2024,Completed,True,78,Spain,2023-07-14,10,Product_10,Hair,2,53,106
116,568,2024-03-04,2024-03-01,2024,Completed,True,156,Italy,2023-06-03,44,Product_44,Body,3,28,84
117,972,2024-06-21,2024-06-01,2024,Completed,True,179,Spain,2023-05-08,31,Product_31,Body,2,80,160
118,691,2024-12-29,2024-12-01,2024,Completed,True,160,France,2023-05-11,23,Product_23,Body,4,111,444
119,421,2024-12-10,2024-12-01,2024,Completed,True,65,France,2023-08-31,30,Product_30,Hair,1,17,17
120,401,2024-02-09,2024-02-01,2024,Completed,True,290,Germany,2024-04-02,33,Product_33,Hair,4,86,344
121,698,2024-09-06,2024-09-01,2024,Completed,True,170,Morocco,2023-09-07,9,Product_9,Makeup,2,110,220
122,471,2024-07-14,2024-07-01,2024,Completed,True,76,Spain,2023-02-07,47,Product_47,Hair,4,75,300
123,218,2024-03-21,2024-03-01,2024,Completed,True,140,Morocco,2024-02-05,1,Product_1,Body,1,50,50
124,925,2024-12-01,2024-12-01,2024,Completed,True,11,Morocco,2024-01-03,44,Product_44,Body,5,84,420
125,929,2024-10-07,2024-10-01,2024,Completed,True,200,Germany,2023-09-20,35,Product_35,Skin,2,97,194
126,828,2024-12-23,2024-12-01,2024,Completed,True,178,France,2023-11-20,11,Product_11,Makeup,4,79,316
127,987,2024-03-12,2024-03-01,2024,Cancelled,False,177,Spain,2024-02-27,34,Product_34,Hair,2,70,140
128,729,2024-02-10,2024-02-01,2024,Completed,True,214,Italy,2023-04-01,16,Product_16,Makeup,5,35,175
129,632,2024-11-13,2024-11-01,2024,Cancelled,False,95,Spain,2023-11-23,9,Product_9,Makeup,4,80,320
130,951,2024-01-02,2024-01-01,2024,Completed,True,101,Germany,2024-01-10,32,Product_32,Body,4,112,448
131,906,2024-10-30,2024-10-01,2024,Returned,False,216,Italy,2023-01-08,15,Product_15,Makeup,2,92,184
132,175,2024-08-26,2024-08-01,2024,Cancelled,False,225,Morocco,2023-03-02,12,Product_12,Skin,2,79,158
133,23,2024-03-27,2024-03-01,2024,Completed,True,49,Spain,2024-01-28,33,Product_33,Hair,1,116,116
134,725,2024-11-29,2024-11-01,2024,Completed,True,180,Italy,2023-04-03,45,Product_45,Body,5,38,190
135,917,2024-09-27,2024-09-01,2024,Returned,False,115,Italy,2023-12-22,14,Product_14,Body,1,116,116
136,235,2024-03-26,2024-03-01,2024,Returned,False,254,Germany,2023-08-09,8,Product_8,Body,4,112,448
137,13,2024-06-14,2024-06-01,2024,Completed,True,131,Spain,2024-04-08,8,Product_8,Body,2,75,150
138,101,2024-12-24,2024-12-01,2024,Completed,True,101,Germany,2024-01-10,27,Product_27,Makeup,4,28,112
139,929,2024-10-07,2024-10-01,2024,Completed,True,200,Germany,2023-09-20,12,Product_12,Skin,4,77,308
140,536,2024-01-27,2024-01-01,2024,Completed,True,148,Morocco,2024-04-02,1,Product_1,Body,3,67,201
141,876,2024-03-22,2024-03-01,2024,Completed,True,153,Germany,2023-06-13,43,Product_43,Hair,3,79,237
142,523,2024-05-26,2024-05-01,2024,Cancelled,False,182,Italy,2023-05-13,40,Product_40,Hair,4,66,264
143,785,2024-01-20,2024-01-01,2024,Completed,True,70,Morocco,2023-08-03,42,Product_42,Skin,2,46,92
144,452,2024-08-20,2024-08-01,2024,Cancelled,False,151,Germany,2023-06-06,11,Product_11,Makeup,4,70,280
145,431,2024-02-14,2024-02-01,2024,Returned,False,215,Germany,2024-02-15,39,Product_39,Hair,3,101,303
146,793,2024-02-28,2024-02-01,2024,Completed,True,31,Italy,2023-05-26,43,Product_43,Hair,2,39,78
147,606,2024-04-25,2024-04-01,2024,Completed,True,63,Spain,2024-03-03,31,Product_31,Body,4,80,320
148,713,2024-01-18,2024-01-01,2024,Completed,True,214,Italy,2023-04-01,17,Product_17,Hair,5,82,410
149,533,2024-09-30,2024-09-01,2024,Completed,True,220,France,2024-01-29,33,Product_33,Hair,5,34,170
150,852,2024-02-22,2024-02-01,2024,Completed,True,229,France,2023-04-05,32,Product_32,Body,4,106,424
151,979,2024-08-07,2024-08-01,2024,Completed,True,177,Spain,2024-02-27,29,Product_29,Makeup,2,74,148
152,723,2024-10-24,2024-10-01,2024,Completed,True,113,Spain,2024-04-12,21,Product_21,Hair,4,15,60
153,652,2024-10-27,2024-10-01,2024,Completed,True,192,Italy,2023-08-10,21,Product_21,Hair,4,27,108
154,293,2024-12-05,2024-12-01,2024,Cancelled,False,281,France,2023-05-18,40,Product_40,Hair,3,19,57
155,810,2024-02-08,2024-02-01,2024,Completed,True,300,Spain,2023-05-05,23,Product_23,Body,5,101,505
156,913,2024-10-30,2024-10-01,2024,Completed,True,47,Italy,2024-01-16,6,Product_6,Body,3,20,60
157,101,2024-12-24,2024-12-01,2024,Completed,True,101,Germany,2024-01-10,22,Product_22,Makeup,3,106,318
158,502,2024-04-08,2024-04-01,2024,Completed,True,253,Morocco,2023-05-19,50,Product_50,Skin,4,74,296
159,304,2024-03-13,2024-03-01,2024,Completed,True,273,Germany,2023-08-16,38,Product_38,Makeup,3,86,258
160,871,2024-04-07,2024-04-01,2024,Completed,True,179,Spain,2023-05-08,37,Product_37,Makeup,5,110,550
161,540,2024-04-02,2024-04-01,2024,Completed,True,117,Spain,2024-04-15,45,Product_45,Body,3,93,279
162,553,2024-01-15,2024-01-01,2024,Completed,True,164,Germany,2024-03-25,8,Product_8,Body,5,74,370
163,355,2024-01-03,2024-01-01,2024,Completed,True,58,Morocco,2023-12-05,41,Product_41,Skin,3,61,183
164,303,2024-07-11,2024-07-01,2024,Completed,True,155,France,2024-01-26,49,Product_49,Makeup,5,76,380
165,496,2024-03-19,2024-03-01,2024,Completed,True,235,France,2023-09-24,35,Product_35,Skin,3,91,273
166,658,2024-12-21,2024-12-01,2024,Completed,True,249,Italy,2023-06-02,11,Product_11,Makeup,3,114,342
167,768,2024-10-10,2024-10-01,2024,Completed,True,111,France,2023-06-17,24,Product_24,Hair,2,87,174
168,974,2024-02-16,2024-02-01,2024,Completed,True,152,Morocco,2023-09-15,49,Product_49,Makeup,5,40,200
169,227,2024-12-30,2024-12-01,2024,Completed,True,152,Morocco,2023-09-15,21,Product_21,Hair,5,100,500
170,236,2024-09-06,2024-09-01,2024,Completed,True,227,Spain,2023-09-21,2,Product_2,Skin,5,26,130
171,873,2024-05-11,2024-05-01,2024,Completed,True,23,Spain,2023-04-02,40,Product_40,Hair,1,64,64
172,892,2024-04-02,2024-04-01,2024,Completed,True,157,Morocco,2024-04-07,19,Product_19,Makeup,3,119,357
173,455,2024-08-10,2024-08-01,2024,Returned,False,37,Italy,2023-08-29,39,Product_39,Hair,5,102,510
174,13,2024-06-14,2024-06-01,2024,Completed,True,131,Spain,2024-04-08,28,Product_28,Hair,1,45,45
175,210,2024-10-29,2024-10-01,2024,Completed,True,99,Italy,2024-01-09,17,Product_17,Hair,2,110,220
176,741,2024-01-28,2024-01-01,2024,Completed,True,239,Spain,2023-07-13,6,Product_6,Body,5,35,175
177,397,2024-04-24,2024-04-01,2024,Cancelled,False,250,Germany,2023-06-07,19,Product_19,Makeup,5,62,310
178,100,2024-10-07,2024-10-01,2024,Cancelled,False,227,Spain,2023-09-21,38,Product_38,Makeup,1,26,26
179,31,2024-09-03,2024-09-01,2024,Completed,True,55,Italy,2024-05-04,28,Product_28,Hair,3,95,285
180,898,2024-12-20,2024-12-01,2024,Completed,True,86,Morocco,2024-02-17,2,Product_2,Skin,2,34,68
181,528,2024-06-11,2024-06-01,2024,Completed,True,39,Morocco,2024-02-15,38,Product_38,Makeup,5,11,55
182,649,2024-03-27,2024-03-01,2024,Completed,True,66,Spain,2023-12-15,37,Product_37,Makeup,3,95,285
183,329,2024-11-05,2024-11-01,2024,Completed,True,150,Morocco,2024-02-07,4,Product_4,Body,2,14,28
184,166,2024-02-24,2024-02-01,2024,Completed,True,113,Spain,2024-04-12,22,Product_22,Makeup,4,13,52
185,459,2024-12-30,2024-12-01,2024,Completed,True,279,Spain,2024-01-25,26,Product_26,Makeup,4,45,180
186,822,2024-01-08,2024-01-01,2024,Completed,True,142,Germany,2024-03-15,49,Product_49,Makeup,2,15,30
187,952,2024-03-17,2024-03-01,2024,Completed,True,110,Spain,2023-04-21,43,Product_43,Hair,1,30,30
188,982,2024-09-27,2024-09-01,2024,Completed,True,150,Morocco,2024-02-07,36,Product_36,Skin,2,86,172
189,993,2024-10-19,2024-10-01,2024,Completed,True,257,Italy,2023-09-06,13,Product_13,Skin,2,110,220
190,100,2024-10-07,2024-10-01,2024,Cancelled,False,227,Spain,2023-09-21,32,Product_32,Body,1,98,98
191,621,2024-01-09,2024-01-01,2024,Cancelled,False,83,Italy,2023-02-18,17,Product_17,Hair,1,35,35
192,855,2024-12-26,2024-12-01,2024,Completed,True,291,Morocco,2023-01-29,41,Product_41,Skin,3,64,192
193,173,2024-09-06,2024-09-01,2024,Completed,True,54,Morocco,2023-06-12,36,Product_36,Skin,3,48,144
194,749,2024-10-13,2024-10-01,2024,Returned,False,202,Spain,2023-02-18,46,Product_46,Makeup,1,93,93
195,162,2024-08-19,2024-08-01,2024,Returned,False,268,France,2023-05-10,19,Product_19,Makeup,4,42,168
196,905,2024-11-23,2024-11-01,2024,Completed,True,228,Germany,2023-10-12,35,Product_35,Skin,4,23,92
197,728,2024-11-20,2024-11-01,2024,Completed,True,56,Italy,2023-04-07,46,Product_46,Makeup,2,65,130
198,776,2024-02-13,2024-02-01,2024,Completed,True,6,Italy,2023-07-13,40,Product_40,Hair,5,109,545
199,263,2024-01-15,2024-01-01,2024,Completed,True,277,Germany,2023-07-19,28,Product_28,Hair,2,90,180
200,804,2024-10-25,2024-10-01,2024,Completed,True,94,Germany,2024-04-25,1,Product_1,Body,2,30,60
201,274,2024-09-07,2024-09-01,2024,Completed,True,220,France,2024-01-29,42,Product_42,Skin,5,55,275
202,3,2024-05-23,2024-05-01,2024,Completed,True,107,Italy,2024-01-05,18,Product_18,Makeup,1,25,25
203,28,2024-01-08,2024-01-01,2024,Completed,True,190,Spain,2023-10-20,48,Product_48,Hair,4,119,476
204,326,2024-05-27,2024-05-01,2024,Completed,True,63,Spain,2024-03-03,40,Product_40,Hair,2,25,50
205,940,2024-02-21,2024-02-01,2024,Completed,True,127,Italy,2023-01-29,33,Product_33,Hair,5,93,465
206,149,2024-11-02,2024-11-01,2024,Completed,True,198,Germany,2023-05-02,12,Product_12,Skin,3,38,114
207,540,2024-04-02,2024-04-01,2024,Completed,True,117,Spain,2024-04-15,8,Product_8,Body,2,101,202
208,488,2024-07-22,2024-07-01,2024,Returned,False,42,Italy,2024-01-07,24,Product_24,Hair,4,17,68
209,822,2024-01-08,2024-01-01,2024,Completed,True,142,Germany,2024-03-15,16,Product_16,Makeup,1,97,97
210,438,2024-06-06,2024-06-01,2024,Completed,True,196,Spain,2023-09-16,50,Product_50,Skin,2,12,24
211,65,2024-07-06,2024-07-01,2024,Completed,True,208,Morocco,2024-04-07,4,Product_4,Body,2,98,196
212,356,2024-06-08,2024-06-01,2024,Completed,True,229,France,2023-04-05,38,Product_38,Makeup,5,28,140
213,533,2024-09-30,2024-09-01,2024,Completed,True,220,France,2024-01-29,44,Product_44,Body,3,106,318
214,252,2024-05-31,2024-05-01,2024,Completed,True,176,France,2023-09-01,27,Product_27,Makeup,3,75,225
215,235,2024-03-26,2024-03-01,2024,Returned,False,254,Germany,2023-08-09,9,Product_9,Makeup,1,88,88
216,227,2024-12-30,2024-12-01,2024,Completed,True,152,Morocco,2023-09-15,47,Product_47,Hair,4,95,380
217,525,2024-02-27,2024-02-01,2024,Completed,True,91,Italy,2023-12-15,16,Product_16,Makeup,1,83,83
218,313,2024-11-14,2024-11-01,2024,Completed,True,13,Italy,2024-02-10,12,Product_12,Skin,2,91,182
219,49,2024-04-29,2024-04-01,2024,Completed,True,2,Italy,2023-02-10,31,Product_31,Body,2,31,62
220,118,2024-02-11,2024-02-01,2024,Cancelled,False,231,Morocco,2024-02-18,24,Product_24,Hair,3,55,165
221,54,2024-11-06,2024-11-01,2024,Completed,True,218,Germany,2024-04-12,14,Product_14,Body,4,100,400
222,650,2024-01-12,2024-01-01,2024,Completed,True,75,Spain,2023-07-03,45,Product_45,Body,5,22,110
223,565,2024-04-26,2024-04-01,2024,Completed,True,12,France,2024-03-11,25,Product_25,Hair,4,42,168
224,44,2024-10-17,2024-10-01,2024,Completed,True,264,France,2023-01-02,34,Product_34,Hair,2,14,28
225,815,2024-12-05,2024-12-01,2024,Cancelled,False,225,Morocco,2023-03-02,3,Product_3,Hair,5,99,495
226,53,2024-08-10,2024-08-01,2024,Completed,True,191,Italy,2024-04-19,24,Product_24,Hair,4,86,344
227,586,2024-06-27,2024-06-01,2024,Completed,True,46,Italy,2023-12-25,42,Product_42,Skin,4,36,144
228,558,2024-08-23,2024-08-01,2024,Completed,True,233,Spain,2023-05-29,9,Product_9,Makeup,5,87,435
229,525,2024-02-27,2024-02-01,2024,Completed,True,91,Italy,2023-12-15,26,Product_26,Makeup,2,33,66
230,677,2024-08-30,2024-08-01,2024,Completed,True,43,France,2023-06-22,20,Product_20,Hair,4,76,304
231,102,2024-07-19,2024-07-01,2024,Returned,False,131,Spain,2024-04-08,40,Product_40,Hair,5,72,360
232,792,2024-09-01,2024-09-01,2024,Completed,True,243,France,2024-03-10,10,Product_10,Hair,2,103,206
233,770,2024-04-16,2024-04-01,2024,Completed,True,111,France,2023-06-17,19,Product_19,Makeup,5,108,540
234,982,2024-09-27,2024-09-01,2024,Completed,True,150,Morocco,2024-02-07,3,Product_3,Hair,5,57,285
235,849,2024-05-26,2024-05-01,2024,Completed,True,296,France,2023-06-11,24,Product_24,Hair,4,72,288
236,868,2024-03-17,2024-03-01,2024,Completed,True,104,Spain,2023-02-05,5,Product_5,Skin,2,87,174
237,398,2024-07-04,2024-07-01,2024,Completed,True,10,Italy,2024-01-05,3,Product_3,Hair,4,21,84
238,138,2024-08-24,2024-08-01,2024,Completed,True,44,France,2023-02-04,27,Product_27,Makeup,1,37,37
239,675,2024-05-10,2024-05-01,2024,Completed,True,126,France,2023-07-24,16,Product_16,Makeup,1,53,53
240,921,2024-10-28,2024-10-01,2024,Completed,True,299,France,2023-03-02,49,Product_49,Makeup,2,102,204
241,387,2024-11-11,2024-11-01,2024,Completed,True,94,Germany,2024-04-25,15,Product_15,Makeup,5,52,260
242,111,2024-08-02,2024-08-01,2024,Completed,True,179,Spain,2023-05-08,35,Product_35,Skin,4,26,104
243,614,2024-05-01,2024-05-01,2024,Completed,True,197,Italy,2023-09-08,12,Product_12,Skin,4,49,196
