order_id,product_id,quantity,price
438,50,2,12
65,4,2,98
356,38,5,28
533,44,3,106
252,27,3,75
235,9,1,88
227,47,4,95
525,16,1,83
313,12,2,91
49,31,2,31
118,24,3,55
54,14,4,100
650,45,5,22
565,25,4,42
44,34,2,14
815,3,5,99
53,24,4,86
586,42,4,36
558,9,5,87
525,26,2,33
677,20,4,76
102,40,5,72
792,10,2,103
770,19,5,108
982,3,5,57
849,24,4,72
868,5,2,87
398,3,4,21
138,27,1,37
675,16,1,53
921,49,2,102
387,15,5,52
111,35,4,26
614,12,4,49
17,41,2,58
780,44,2,94
182,26,1,66
884,47,3,96
536,34,2,93
541,23,3,73
171,31,2,84
409,50,5,66
740,20,5,107
378,12,1,83
188,23,1,83
858,4,3,116
230,23,2,79
833,48,4,109
852,48,1,97
119,1,4,85
156,25,4,52
784,2,2,32
687,30,3,36
465,3,2,67
104,21,1,118
604,25,4,46
698,20,2,15
972,49,2,74
795,22,2,15
502,21,1,59
693,33,3,31
682,38,2,114
699,15,1,97
175,46,4,34
734,15,5,88
745,46,1,99
674,25,5,81
421,21,2,60
134,24,2,97
391,5,1,57
992,6,5,111
736,49,2,79
501,43,4,108
665,48,3,115
33,44,3,74
55,47,2,69
954,23,5,55
519,4,2,45
756,27,5,67
825,18,4,85
638,21,5,47
12,28,2,20
528,35,4,21
720,22,1,51
555,40,3,48
373,23,2,80
484,3,2,20
973,40,2,45
647,50,4,61
228,10,1,40
623,25,5,42
307,49,1,22
457,8,4,27
160,11,2,50
331,5,3,67
776,45,2,65
225,37,5,33
983,45,3,82
729,38,2,40
504,29,3,64
456,5,1,114
45,9,4,19
214,48,2,69
59,2,5,11
644,1,1,111
616,40,2,24
195,30,1,12
925,11,5,52
489,28,2,40
157,44,5,79
610,12,3,76
226,39,5,65
412,26,3,72
205,13,2,84
79,8,3,24
124,28,2,118
471,30,2,101
940,9,4,19
218,39,2,47
516,31,3,56
602,21,4,66
104,47,4,59
393,34,2,80
631,31,5,24
645,25,5,27
824,12,4,91
608,1,2,114
980,22,5,97
434,40,2,11
331,37,2,113
143,47,4,93
800,1,4,107
540,1,1,52
278,42,5,35
233,42,5,80
529,21,5,47
571,15,3,103
90,17,2,51
492,22,4,14
199,38,5,20
362,35,1,74
441,45,5,43
26,16,2,10
25,8,2,92
394,47,4,11
507,17,3,94
301,17,4,29
339,26,5,70
267,13,1,96
461,17,4,30
693,38,3,97
456,17,4,77
360,48,2,21
68,14,5,31
863,45,5,29
412,6,5,91
971,35,5,10
491,46,5,39
833,14,5,106
49,47,1,33
687,8,3,23
564,15,5,45
102,27,3,78
216,13,5,84
438,49,4,33
700,31,5,69
569,35,2,104
559,6,1,64
159,5,4,86
489,22,4,89
686,49,2,33
242,23,5,86
794,25,1,33
753,34,4,63
882,26,1,35
5,47,4,75
596,5,5,89
820,26,4,47
361,20,4,119
459,6,3,74
248,6,5,84
566,50,2,60
673,18,2,44
946,4,5,52
422,17,2,38
923,14,5,46
738,14,2,90
15,13,3,67
736,7,2,63
573,44,4,48
122,15,5,51
277,19,1,37
558,43,1,38
453,47,5,52
390,44,3,12
294,35,2,19
574,17,3,68
598,35,1,115
446,19,5,23
210,20,5,85
590,36,3,56
714,35,3,51
302,32,2,103
909,48,4,41
223,44,4,41
734,40,2,51
3,24,4,41
990,17,1,35
518,7,4,10
93,43,2,65
520,50,4,115
428,1,5,11
493,35,3,90
235,32,1,39
620,36,5,112
161,13,5,80
721,6,2,61
752,14,3,100
331,37,3,18
333,48,1,31
50,15,2,43
523,47,1,119
863,4,4,58
668,40,5,10
492,16,1,82
582,28,5,93
681,16,2,62
272,4,4,92
580,45,2,109
867,26,4,49
252,28,4,54
560,32,5,77
696,45,2,18
832,2,2,114
699,31,1,31
90,3,2,27
446,8,1,85
332,24,3,115
139,15,3,52
357,43,3,48
601,31,2,82
274,9,2,15
19,39,1,92
983,45,4,57
311,2,1,16
870,8,3,89
886,7,1,78
978,44,4,25
154,39,2,10
390,42,1,46
260,16,3,112
620,35,3,92
883,30,2,46
797,10,1,90
571,38,4,73
125,18,2,99
354,50,1,95
273,5,5,71
619,29,3,81
811,39,4,70
245,34,4,42
848,43,4,75
450,45,3,39
930,23,1,29
247,5,2,69
520,30,1,91
141,6,2,116
362,46,4,83
8,44,1,33
478,4,4,13
352,29,5,46
996,23,4,13
495,6,4,86
606,32,2,98
833,42,5,86
427,18,4,27
39,15,4,97
593,40,5,75
187,32,5,57
596,9,1,42
600,37,2,67
754,10,5,92
854,20,5,82
93,6,3,37
86,48,5,44
44,3,2,112
137,42,4,19
421,11,4,74
74,43,4,51
548,17,4,94
613,32,3,18
988,4,5,69
512,4,4,24
156,17,1,108
938,41,4,66
255,19,5,78
171,5,4,114
981,32,3,31
728,22,2,73
170,6,2,50
764,35,5,96
872,22,2,80
322,1,2,65
567,20,1,32
456,22,5,117
944,48,5,34
603,11,2,100
790,13,2,114
613,42,2,15
155,3,3,43
889,9,4,72
349,12,3,18
451,23,5,69
876,14,1,58
653,33,4,106
173,18,1,60
10,49,5,69
740,41,5,79
265,9,1,46
438,23,1,40
760,10,1,107
247,19,5,50
667,47,2,71
546,5,1,102
499,47,4,67
129,23,5,23
672,30,3,45
601,25,3,45
605,28,4,88
327,34,2,17
753,45,1,35
835,48,5,45
980,47,1,57
404,25,5,94
629,10,3,37
606,14,1,77
675,42,4,71
611,46,2,89
625,30,4,95
359,41,2,85
603,25,1,89
858,14,1,60
718,35,2,113
17,48,3,111
274,34,5,51
685,10,4,110
116,35,4,38
861,11,4,91
980,11,1,19
693,21,4,115
91,21,5,48
82,22,5,91
324,45,2,10
961,7,1,48
114,17,5,30
769,2,3,74
58,12,1,24
154,42,1,13
877,18,5,69
404,11,3,70
628,16,2,29
855,49,5,19
266,18,3,96
315,35,1,114
715,26,3,43
41,16,1,119
105,6,5,57
901,44,5,42
890,43,4,107
193,47,4,112
401,47,4,70
278,48,5,19
354,42,2,63
749,12,5,93
937,13,3,74
733,4,5,86
580,39,5,10
709,2,1,14
256,26,1,89
651,27,1,24
824,27,5,37
947,15,2,104
661,8,3,32
99,7,3,118
588,47,2,116
282,46,2,26
883,40,3,107
403,12,4,22
109,13,1,23
700,43,1,20
199,17,3,37
303,17,2,51
327,36,4,105
154,21,3,108
552,8,1,70
645,5,5,73
405,26,2,40
462,16,5,90
132,36,3,82
791,28,1,19
874,29,4,17
84,47,5,30
399,12,4,86
754,37,1,68
628,30,5,59
109,23,4,78
221,16,4,79
904,14,5,39
553,10,1,104
368,7,4,26
147,45,3,84
112,37,5,29
615,29,2,57
558,3,2,82
924,15,1,11
494,36,3,46
505,47,4,10
475,46,2,13
836,19,1,109
890,13,3,63
271,42,3,34
995,21,1,12
421,37,1,18
897,27,4,95
707,29,1,96
367,20,4,85
280,25,4,83
283,6,5,43
40,36,3,52
959,2,3,83
189,22,3,103
164,32,5,31
994,16,4,79
989,18,4,11
536,5,1,103
536,36,5,75
4,30,1,41
835,45,5,115
290,19,1,25
953,23,2,85
433,34,3,10
471,13,3,81
181,43,4,57
248,29,2,59
628,36,3,22
279,22,4,24
877,47,2,62
581,36,3,53
863,9,1,17
254,39,5,83
181,19,2,55
830,38,4,78
681,6,2,28
825,47,4,47
509,15,2,20
761,20,4,52
700,9,3,29
566,32,1,29
326,4,3,30
357,50,1,91
825,18,3,66
650,5,3,59
680,20,2,83
391,23,5,107
615,11,4,35
934,37,4,39
85,22,4,82
317,4,1,119
212,29,4,40
515,44,4,51
384,34,2,77
691,13,3,70
342,42,4,70
815,9,5,79
964,42,4,87
988,31,1,77
844,7,1,99
38,4,1,112
511,19,4,26
420,42,2,28
751,30,5,60
169,31,4,79
965,35,2,72
909,21,2,102
343,31,4,84
826,19,4,89
306,31,2,39
542,32,2,34
702,2,2,113
869,10,4,84
537,2,2,80
112,2,1,35
411,24,4,65
947,17,1,31
206,32,3,98
185,16,4,28
382,16,3,40
496,46,2,35
379,39,2,51
47,31,5,50
886,43,2,109
740,24,3,32
551,1,2,56
528,11,4,22
504,21,2,98
22,4,5,75
213,7,2,75
310,26,3,25
661,47,3,82
968,50,2,37
753,12,3,86
272,31,3,44
571,17,5,50
799,33,4,86
938,11,5,40
202,28,1,94
32,32,5,41
443,1,2,63
162,47,4,107
767,28,2,81
254,42,1,68
521,7,4,50
977,2,3,75
651,42,5,111
480,24,2,105
10,4,1,63
726,44,3,49
505,19,5,37
785,26,3,46
836,11,5,114
560,40,4,74
436,50,3,114
111,43,3,83
153,11,3,64
635,45,4,13
917,3,1,108
869,12,5,19
102,3,3,56
753,42,4,84
833,27,1,23
191,49,5,47
729,2,4,21
563,49,5,54
804,16,3,26
81,2,1,89
489,30,4,44
895,20,1,75
88,38,3,84
194,28,1,50
104,25,1,76
783,32,2,38
96,10,1,27
423,42,5,29
891,40,4,23
198,33,2,43
1,13,4,58
407,41,4,63
378,42,3,40
167,47,3,67
509,37,2,113
638,16,3,51
313,45,3,67
593,22,3,91
418,20,4,39
763,50,2,34
681,43,4,72
477,27,5,28
73,41,4,81
141,16,5,101
582,34,1,17
262,32,1,104
340,26,5,12
308,25,5,76
245,2,4,117
515,12,5,95
337,40,2,90
575,9,1,109
561,12,1,26
76,26,5,23
880,9,3,18
175,10,3,71
109,32,5,103
183,34,2,30
192,48,3,85
65,20,5,46
849,39,2,105
963,2,2,20
474,1,4,29
783,36,2,44
100,24,3,62
544,27,3,56
864,2,5,119
128,31,5,84
452,14,2,61
914,2,1,17
369,29,4,13
851,15,1,36
43,12,2,53
884,37,2,49
419,28,1,111
488,20,4,56
78,39,1,103
826,24,5,53
801,21,3,57
270,10,5,100
674,46,3,94
701,14,2,61
759,37,4,93
900,18,1,77
728,24,4,20
315,14,1,86
925,34,5,82
851,12,5,13
902,22,1,85
889,6,4,82
993,36,1,86
945,45,2,57
168,36,5,35
339,22,2,111
193,14,5,115
453,16,5,86
283,36,3,48
336,25,2,101
390,32,2,67
1000,33,3,28
525,45,4,97
240,36,2,92
832,20,1,86
958,18,3,86
483,38,2,67
659,3,4,37
716,23,2,75
592,32,5,19
891,45,1,95
555,16,3,86
458,5,5,67
89,4,4,82
660,21,5,106
95,40,5,23
452,14,4,93
428,39,5,24
151,31,3,105
514,14,2,42
376,6,5,26
22,12,3,33
883,16,2,39
313,17,2,71
997,45,5,22
840,23,3,71
519,14,5,56
206,7,4,25
952,46,2,75
375,32,5,90
451,15,2,105
626,44,3,52
784,17,1,17
595,41,5,12
179,47,5,21
210,44,2,93
500,34,3,25
464,5,4,87
840,45,3,89
124,27,5,68
993,23,4,58
113,40,3,72
12,14,1,71
126,15,2,116
565,43,3,58
331,33,3,60
901,31,1,42
283,35,5,39
140,17,2,68
401,28,3,85
902,19,4,24
97,46,3,91
517,23,2,101
569,32,3,32
924,40,1,87
846,13,3,103
69,20,3,106
118,35,4,54
888,5,1,71
59,9,1,88
33,29,3,80
318,6,4,24
50,25,3,115
880,31,3,55
489,22,2,73
19,2,2,111
726,45,4,55
197,5,5,65
891,27,2,53
450,25,5,84
990,8,1,38
559,1,2,104
679,20,2,71
452,44,4,98
289,23,5,61
141,32,2,63
84,11,2,97
694,39,4,66
391,47,4,92
591,24,5,75
215,11,1,31
526,29,1,29
215,26,3,42
403,16,2,81
128,35,5,34
822,20,2,55
477,46,5,82
760,3,5,107
404,1,5,66
29,47,2,96
792,1,4,14
338,17,2,64
831,2,5,70
714,29,3,98
361,20,1,17
569,6,5,25
392,8,3,57
218,29,4,118
574,48,5,70
669,33,3,24
202,3,5,74
17,35,2,31
322,5,3,12
518,27,2,111
570,44,2,63
325,12,3,23
412,20,1,45
318,45,3,91
681,20,1,114
965,9,5,91
82,39,5,76
474,4,3,19
468,19,5,58
425,38,4,112
945,27,2,74
731,45,2,100
689,43,1,66
204,13,5,36
583,13,1,84
387,22,2,14
778,28,2,80
98,47,5,92
345,45,4,66
803,22,4,102
208,43,5,24
514,19,5,108
636,8,1,110
792,8,5,85
586,42,4,39
166,26,5,29
22,48,1,46
154,26,1,12
939,23,1,82
439,43,1,50
295,13,3,48
219,28,5,35
669,9,2,11
495,20,5,32
230,19,3,32
20,48,1,94
987,39,3,25
553,12,4,18
950,15,4,22
148,31,5,37
108,14,5,36
403,11,2,60
596,26,2,73
483,42,4,61
367,27,1,90
834,11,3,47
414,38,2,109
309,34,2,74
802,43,1,27
918,19,1,72
835,6,5,60
134,46,3,18
719,38,1,22
283,49,2,49
778,42,2,64
73,28,4,118
481,1,1,88
352,35,5,52
560,40,3,53
326,8,5,119
745,47,2,77
443,7,5,42
100,11,2,33
59,39,2,45
508,4,2,114
258,25,2,19
413,12,2,109
452,26,4,29
65,38,5,114
595,46,4,118
154,12,4,117
985,43,1,84
266,37,1,21
821,46,1,71
79,24,3,27
315,16,1,103
662,13,5,117
947,25,4,110
560,4,5,72
917,11,1,93
891,32,3,34
248,49,3,21
790,7,4,30
868,46,5,34
610,11,2,20
414,28,5,73
25,41,1,82
284,23,2,59
449,45,3,71
881,23,4,98
301,50,4,108
68,28,3,105
7,43,1,58
817,47,3,23
137,26,1,10
164,25,2,90
83,29,3,34
897,19,1,68
650,33,2,81
420,36,3,78
73,14,4,14
237,14,3,114
46,35,5,108
618,30,3,28
928,28,5,32
800,17,2,18
262,3,3,103
176,16,2,59
166,46,2,25
657,30,1,42
842,29,2,11
370,45,2,23
795,15,3,119
54,46,3,10
690,25,4,99
419,38,1,67
756,42,2,98
507,47,1,25
341,38,5,88
127,23,2,99
409,25,1,56
924,42,4,53
367,7,4,89
271,22,2,23
644,17,5,102
605,18,4,33
379,49,4,64
73,41,5,24
923,10,1,92
922,10,4,81
915,7,3,43
248,48,4,11
860,50,1,36
785,38,1,83
43,27,2,108
377,33,3,96
41,1,1,81
170,44,5,101
946,34,3,32
212,4,3,77
493,17,5,23
680,4,4,72
39,43,5,115
369,26,5,102
757,4,4,74
151,1,4,77
111,7,4,72
480,30,4,105
436,50,4,106
47,9,5,99
575,35,2,90
737,8,2,112
366,24,1,96
69,19,2,73
299,36,2,41
944,50,5,88
802,43,4,22
296,27,4,75
203,32,5,28
61,14,2,33
946,18,5,118
963,28,1,97
830,29,4,20
314,16,3,68
161,35,1,95
331,47,1,24
528,31,5,19
338,4,2,50
606,37,4,36
304,17,3,69
503,39,1,82
650,48,3,61
338,46,2,37
550,26,2,74
639,48,3,26
275,39,4,104
164,41,2,53
443,4,3,19
319,30,1,72
589,30,3,110
504,22,3,102
686,11,5,91
387,2,2,56
970,44,4,47
870,12,4,112
833,30,5,79
888,36,4,113
603,18,3,85
750,26,5,62
776,7,1,87
691,1,2,53
494,26,2,83
490,23,2,63
721,26,3,29
73,45,1,88
509,6,5,40
390,6,5,16
619,44,2,67
857,8,1,114
295,24,1,19
369,22,1,19
956,19,4,48
796,37,4,37
865,18,2,39
694,31,1,46
549,37,1,76
649,30,5,52
850,42,5,88
568,33,2,94
187,10,1,61
853,37,2,110
770,12,5,65
445,30,5,85
570,27,4,77
363,39,2,18
123,9,2,112
188,21,1,115
742,12,1,101
680,29,4,32
420,33,3,72
626,43,3,118
252,15,3,70
619,2,2,49
549,39,2,53
335,44,5,95
92,18,2,33
530,3,2,60
866,7,2,67
63,43,4,99
662,18,2,103
512,44,1,42
139,38,1,25
698,37,5,31
185,33,4,66
205,44,1,71
772,31,4,116
214,11,4,91
256,4,5,80
135,18,4,99
573,4,2,81
875,49,4,79
822,34,5,39
88,29,5,112
836,24,5,32
988,22,1,41
207,2,2,95
129,44,1,115
823,6,3,116
3,42,2,66
974,25,4,118
934,21,5,18
754,16,3,40
121,31,2,80
385,14,1,18
614,39,5,22
38,28,1,67
341,32,2,12
925,28,2,44
645,49,3,106
714,9,4,30
860,45,1,73
21,22,3,104
242,32,5,61
455,5,4,43
963,23,3,105
621,5,1,44
303,42,2,24
596,32,5,105
595,10,1,15
803,39,4,118
964,15,4,94
69,7,2,106
129,29,2,41
196,47,5,61
140,3,5,92
444,19,2,106
283,10,2,37
312,28,4,104
746,29,2,94
535,15,3,107
665,35,1,73
277,6,2,88
61,12,5,87
319,47,3,28
890,38,5,116
52,13,3,24
856,29,2,15
153,19,1,82
749,3,5,110
311,8,3,93
814,8,4,107
544,20,2,47
567,47,1,35
864,4,2,91
389,21,4,101
548,3,1,60
622,45,4,82
177,8,2,105
362,23,3,62
314,16,2,65
807,13,2,68
848,3,2,79
97,48,5,87
881,9,4,101
213,14,4,67
829,13,4,97
137,7,5,22
6,15,3,52
109,7,2,85
547,38,3,60
39,34,5,28
662,41,4,30
425,22,2,100
630,24,1,92
261,49,1,33
426,37,3,35
87,44,4,54
465,1,1,37
76,10,3,119
471,43,5,91
976,16,3,117
963,46,3,109
414,8,3,115
825,49,2,38
895,25,3,26
726,50,3,77
457,12,2,53
285,25,2,118
239,17,5,70
677,26,4,102
599,46,1,77
653,48,1,83
672,14,3,34
558,41,5,104
372,36,3,76
495,23,1,11
624,43,2,98
919,6,4,58
45,47,5,79
401,5,2,35
247,43,4,81
616,25,5,108
597,18,5,36
450,13,1,98
485,43,2,27
646,14,5,63
620,28,5,10
18,18,4,70
606,28,1,112
662,27,3,12
758,32,1,77
289,47,3,50
414,9,2,46
721,40,2,60
638,32,5,24
235,20,2,17
416,28,5,47
938,33,1,92
499,4,2,65
974,46,1,56
634,34,1,99
650,48,2,112
115,3,1,19
932,26,2,111
674,8,2,87
713,6,2,58
234,16,3,50
540,24,1,92
11,48,4,39
206,39,2,14
679,30,1,104
247,45,5,80
559,13,2,92
758,5,2,40
127,25,4,61
147,20,3,112
118,18,3,97
911,47,2,107
382,18,1,32
412,2,5,57
664,10,5,118
584,45,1,49
363,50,2,15
509,47,5,47
137,12,3,50
175,47,1,109
289,13,4,36
958,50,2,84
481,47,1,78
19,11,5,66
195,19,2,26
330,35,3,80
936,39,2,100
175,26,2,56
449,46,3,88
925,14,3,119
946,45,2,22
354,44,3,20
499,24,1,118
141,41,3,99
758,1,3,95
897,43,2,101
930,22,1,33
93,23,4,102
944,19,4,82
239,18,5,115
205,12,3,13
560,28,3,55
433,28,1,27
245,33,4,52
832,19,5,89
317,28,1,42
925,49,3,102
295,37,4,112
640,26,5,19
856,35,2,82
282,34,4,68
17,35,5,40
71,40,1,37
269,16,2,69
325,38,5,12
794,13,5,64
305,23,3,23
451,22,4,67
7,16,3,98
314,28,2,24
817,48,5,11
103,35,3,33
821,45,4,87
193,46,2,73
753,8,1,80
574,44,3,109
529,22,2,33
171,21,1,36
537,26,3,46
251,40,2,111
765,21,2,103
387,25,3,100
207,41,2,48
541,1,5,72
629,6,3,88
416,23,2,35
794,23,1,74
380,43,1,13
144,43,5,38
25,23,3,10
822,32,2,116
668,30,2,59
73,13,1,119
632,43,5,95
824,18,1,20
833,23,1,83
93,15,5,68
505,33,3,71
598,21,2,90
336,39,3,45
425,23,4,65
499,27,4,99
364,45,4,30
947,44,5,22
630,18,1,18
745,24,3,20
199,47,2,84
718,40,4,79
413,42,3,10
339,7,4,79
659,50,4,86
962,48,2,95
937,20,5,65
429,27,1,40
783,6,5,95
899,27,3,46
139,9,5,56
693,45,3,100
942,31,3,87
542,21,1,56
57,26,2,78
232,40,1,67
658,48,5,45
435,45,3,41
384,13,4,107
560,49,4,73
194,23,3,80
736,20,1,51
648,37,2,57
534,28,1,83
518,17,3,90
716,28,3,39
751,41,2,30
185,2,5,69
872,25,5,22
292,50,2,10
335,41,5,74
732,6,4,42
116,11,5,47
825,38,5,34
49,6,5,35
685,45,4,86
82,11,5,68
834,14,4,101
333,2,2,42
557,40,1,110
335,3,2,50
532,35,1,39
960,33,2,66
221,24,1,58
635,19,1,57
746,18,3,81
733,49,1,58
323,24,1,56
851,45,3,65
3,35,5,74
694,1,5,21
206,36,3,78
832,25,4,97
40,45,1,15
59,49,1,98
951,43,3,74
574,34,3,34
644,25,4,10
507,16,5,41
572,34,2,115
884,29,5,115
843,19,1,12
122,23,3,58
479,19,4,28
619,25,5,69
96,16,4,116
859,9,5,38
414,1,1,59
235,42,2,11
898,19,4,82
62,33,4,65
256,34,2,26
561,16,4,69
905,44,4,119
348,40,5,45
671,18,5,70
124,34,2,26
482,25,1,58
317,45,4,85
504,6,1,69
719,21,2,29
48,6,2,59
409,32,5,12
932,41,4,52
136,48,3,66
201,43,2,59
250,39,4,77
314,31,1,90
869,42,5,59
368,10,1,46
429,30,2,55
830,18,2,51
807,24,1,24
480,9,2,42
314,31,4,89
500,15,2,20
721,4,5,29
355,40,4,111
485,9,3,33
211,45,2,73
704,9,2,89
44,26,5,103
541,4,5,107
571,17,1,74
583,16,1,97
92,15,1,97
265,35,5,82
895,5,1,95
220,5,1,85
902,20,3,26
925,15,1,98
442,18,2,101
401,47,5,70
400,2,4,24
727,29,3,103
991,13,5,60
899,4,5,36
789,42,2,95
576,45,1,83
858,10,2,70
804,31,1,67
490,41,1,40
485,8,5,100
757,3,1,21
470,48,3,55
574,46,3,40
938,9,3,41
844,30,5,41
682,11,2,114
445,35,4,118
269,37,1,108
267,42,4,62
54,13,2,70
528,36,2,55
520,13,5,94
616,12,3,83
59,37,3,89
825,10,2,16
40,9,5,13
237,7,5,100
955,2,1,61
386,23,3,98
606,39,2,40
734,40,4,84
716,39,3,93
650,21,1,45
300,23,5,63
395,29,2,63
207,14,3,26
336,26,4,118
593,5,1,84
730,31,1,39
514,25,3,108
178,31,4,114
396,50,1,111
371,20,2,31
858,44,1,52
791,17,4,36
658,45,5,46
318,2,5,55
736,25,3,44
369,13,4,13
384,39,1,89
62,28,1,89
806,42,5,94
505,6,5,35
239,3,2,109
195,35,5,28
678,18,2,90
963,11,1,54
222,20,2,35
61,5,2,31
129,19,3,67
990,22,5,72
685,19,2,37
992,47,1,74
156,16,4,53
917,24,2,109
378,41,5,52
622,4,3,46
781,15,1,75
923,25,3,26
868,44,4,49
903,35,2,47
790,14,2,94
586,49,5,70
999,19,2,18
437,38,1,86
975,36,4,84
207,7,3,70
388,30,4,89
480,19,2,25
791,49,3,11
887,25,5,115
838,16,4,117
984,47,3,81
340,40,3,52
869,8,3,51
340,18,1,86
204,28,4,66
161,16,3,90
540,19,4,112
392,42,3,97
769,17,5,76
677,45,5,39
575,13,5,22
534,7,2,28
70,27,3,16
893,10,2,18
405,34,4,92
608,36,2,118
675,25,4,63
591,6,4,113
517,24,4,95
828,18,2,91
120,23,3,70
814,6,2,96
690,29,3,11
688,25,3,59
902,17,4,84
217,46,2,40
56,24,3,42
366,11,5,87
699,26,3,89
504,34,5,20
744,28,2,42
767,3,2,16
925,11,2,40
455,38,3,57
104,14,1,119
77,26,3,56
230,48,3,87
914,21,4,101
258,39,4,62
264,30,3,116
331,8,5,89
993,20,4,28
182,48,3,90
893,32,1,99
768,22,5,15
550,7,2,116
688,9,3,58
27,45,3,82
276,1,5,59
652,29,4,90
299,8,4,104
957,4,4,21
799,35,2,32
91,3,5,63
480,45,5,78
573,40,4,116
458,7,4,109
451,27,1,68
365,1,1,45
859,27,3,12
675,16,3,67
351,38,5,97
655,7,5,64
400,44,2,66
253,23,2,26
781,41,1,48
881,11,3,99
803,42,1,77
459,33,1,64
699,50,3,54
917,36,2,85
499,37,3,10
950,41,4,30
971,17,4,92
926,35,4,30
508,48,5,61
304,5,2,91
501,48,2,52
803,32,5,61
598,3,1,76
166,47,4,53
415,35,4,41
462,14,1,19
920,48,3,73
114,31,3,113
433,31,2,88
992,17,5,78
356,24,2,77
928,23,3,37
695,18,1,62
207,50,2,60
768,14,4,62
235,50,4,13
442,15,1,88
355,15,3,26
515,6,4,117
208,27,4,76
709,15,5,83
853,50,2,56
125,36,3,115
138,8,2,65
339,15,3,32
537,3,4,27
68,47,5,10
573,13,2,44
541,41,4,73
383,34,3,67
19,24,2,104
683,40,2,68
450,32,4,117
74,32,2,10
573,30,5,12
939,49,5,76
665,13,4,46
276,1,3,92
48,34,4,38
211,15,5,98
855,44,1,42
920,14,1,109
651,29,2,70
622,34,2,102
994,18,1,99
695,7,5,13
540,29,2,23
709,31,4,100
191,25,4,42
315,38,5,31
901,14,2,57
563,8,4,12
661,27,2,96
780,2,2,94
562,17,4,114
900,37,1,32
758,14,4,77
113,25,5,30
170,30,3,110
468,29,4,52
678,20,2,104
921,21,2,94
14,22,4,35
715,35,3,50
288,37,4,108
907,16,3,47
189,50,3,97
914,49,5,20
155,43,2,114
567,17,2,38
694,16,3,69
722,2,2,76
888,4,1,74
471,21,3,70
75,39,2,28
277,34,1,55
